,artist,track,time,genre,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,month_entered,day_entered,month_peaked,day_peaked
267,"McKnight, Brian",Stay Or Let It Go,272,Rock,95.0,92.0,82.0,78.0,76.0,88.0,100.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,3,25
268,"Allan, Gary",Smoke Rings In The Dark,258,Country,80.0,78.0,76.0,77.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22,2,5
269,Ginuwine,The Best Man I Can Be,246,Rock,97.0,97.0,83.0,94.0,84.0,88.0,85.0,82.0,77.0,77.0,85.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,3,4
270,Before Dark,Monica,244,Rock,95.0,87.0,80.0,80.0,77.0,87.0,91.0,91.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,20,6,17
271,"Estefan, Gloria",No Me Dejes De Querer,205,Rock,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10,6,10
272,Stone Temple Pilots,Sour Girl,256,Rock,79.0,79.0,79.0,78.0,78.0,87.0,89.0,88.0,95.0,93.0,91.0,94.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,7,29
273,Montgomery Gentry,Daddy Won't Sell The Farm,258,Country,87.0,83.0,81.0,79.0,81.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,25
274,"Cyrus, Billy Ray",You Won't Be Lonely Now,225,Country,97.0,97.0,97.0,92.0,91.0,88.0,85.0,80.0,82.0,80.0,80.0,89.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,23,11,11
275,Clark Family Experience,Meanwhile Back At The Ranch,176,Country,87.0,86.0,81.0,92.0,80.0,80.0,82.0,84.0,82.0,81.0,85.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,18,12,16
276,"Thomas, Carl",Summer Rain,297,Rock,82.0,82.0,86.0,80.0,82.0,83.0,84.0,82.0,88.0,94.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,23,10,14
277,"Yearwood, Trisha",Real Live Woman,235,Country,85.0,83.0,83.0,82.0,81.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,29
278,Trick Daddy,Shut Up,257,Rap,99.0,95.0,87.0,87.0,83.0,83.0,89.0,87.0,92.0,92.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,20,6,17
279,"Moore, Chante",Straight Up,220,Rock,98.0,98.0,97.0,90.0,85.0,83.0,83.0,97.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,28,12,2
280,Cam'ron,What Means The World To You,278,Rap,94.0,94.0,96.0,91.0,84.0,83.0,88.0,87.0,95.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,14,11,18
281,Juvenile,U Understand,231,Rap,85.0,83.0,100.0,98.0,97.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,12
282,"Hollister, Dave",Can't Stay,377,Rock,84.0,84.0,93.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,25,3,25
283,Tamia,Can't Go For That,218,Rock,90.0,86.0,84.0,88.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,16,9,30
284,LFO,West Side Story,207,Rock'n'roll,96.0,84.0,88.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,8,12
285,"Paisley, Brad",Me Neither,199,Country,87.0,85.0,90.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,13,5,20
286,"Carter, Torrey",Take That,223,Rock,94.0,88.0,86.0,91.0,89.0,87.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,24,7,8
287,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),195,R & B,91.0,87.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,9,9
288,Madison Avenue,Don't Call Me Baby,224,Electronica,98.0,96.0,93.0,93.0,93.0,92.0,92.0,92.0,90.0,92.0,88.0,88.0,88.0,95.0,93.0,98.0,93.0,92.0,90.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,9,16
289,Eve,Got It All,228,Rap,89.0,88.0,88.0,91.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,15,7,22
290,Limp Bizkit,Re-Arranged,248,Rock,91.0,91.0,90.0,95.0,95.0,99.0,96.0,96.0,92.0,88.0,89.0,93.0,91.0,91.0,89.0,90.0,93.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,4,2,5
291,"Spencer, Tracie",Still In My Heart,251,Rock,95.0,88.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,11
292,Nu Flavor,3 Little Words,234,R & B,97.0,97.0,89.0,89.0,94.0,90.0,99.0,97.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,17
293,Tamar,If You Don't Wanna Love Me,242,Rock,98.0,98.0,92.0,89.0,92.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,25,4,15
294,"Levert, Gerald",Baby U Are,250,R & B,96.0,89.0,92.0,96.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,19,8,26
295,"Hart, Beth",L.A. Song,227,Country,99.0,100.0,98.0,99.0,99.0,99.0,98.0,90.0,99.0,97.0,91.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,27,1,15
296,"Diffie, Joe",The Quittin' Kind,203,Country,98.0,100.0,100.0,90.0,93.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,22
297,Funkmaster Flex,Do You,254,Rap,92.0,92.0,95.0,91.0,91.0,94.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,12,2
298,"Price, Kelly",Love Sets You Free,226,Rock,92.0,91.0,98.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,13,5,20
299,En Vogue,Riddle,310,Rock,92.0,92.0,97.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,17,6,17
300,"Herndon, Ty",No Mercy,283,Country,100.0,99.0,99.0,,,98.0,94.0,92.0,95.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,18,5,6
301,Anastacia,I'm Outta Love,241,Pop,92.0,,,95.0,,,,,,,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,1
302,Trina,Pull Over,178,Rap,97.0,93.0,96.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,16
303,Lil' Mo,Ta Da,257,Rap,100.0,99.0,97.0,97.0,100.0,95.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,12,9,16
304,A*Teens,Dancing Queen,224,Pop,97.0,97.0,96.0,95.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,7,29
305,"Sheist, Shade",Where I Wanna Be,256,Rap,96.0,95.0,99.0,99.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,11,18
306,De La Soul,All Good?,302,Rap,96.0,96.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,23,12,23
307,"Larrieux, Amel",Get Up,242,R & B,100.0,97.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,11
308,"Braxton, Toni",Spanish Guitar,264,Rock,98.0,98.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,12,2
309,Tuesday,I Know,246,Rock,98.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,30,12,30
310,LL Cool J,Imagine That,240,Rap,99.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,12,8,19
311,Master P,Souljas,213,Rap,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,18,11,18
312,Ghostface Killah,Cherchez LaGhost,184,R & B,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,8,5
313,"Smith, Will",Freakin' It,238,Rap,99.0,99.0,99.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,2,12
314,Zombie Nation,Kernkraft 400,210,Rock,99.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,9,2
315,"Eastsidaz, The",Got Beef,238,Rap,99.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,7,1
316,Fragma,Toca's Miracle,202,R & B,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,28,10,28
