,track,week,ranking,artist,time,genre,month_entered,day_entered,month_peaked,day_peaked
4951,Carlene,16,84.0,"Vassar, Phil",247,Country,3,4,4,22
5574,Buy Me A Rose,18,84.0,"Rogers, Kenny",226,Country,3,11,5,6
1208,"Ryde or Die, Chick",4,84.0,Lox,236,Rap,3,18,3,25
267,Mr. Too Damn Good,1,84.0,"Levert, Gerald",246,R & B,3,18,4,8
1528,Whistle While You Twurk,5,84.0,Ying Yang Twins,259,Rap,3,18,4,29
283,Can't Stay,1,84.0,"Hollister, Dave",377,Rock,3,25,3,25
602,Can't Stay,2,84.0,"Hollister, Dave",377,Rock,3,25,3,25
5855,Shackles (Praise You),19,84.0,Mary Mary,192,Rock,3,25,5,13
3686,The Best Of Me,12,84.0,Mya,252,Rock,4,15,5,20
3128,It's So Hard,10,84.0,Big Punisher,205,Rap,4,22,5,6
228,More,1,84.0,"Adkins, Trace",185,Country,4,29,6,17
547,More,2,84.0,"Adkins, Trace",185,Country,4,29,6,17
814,Nothing As It Seems,3,84.0,Pearl Jam,320,Rock,5,13,5,13
583,I Disappear,2,84.0,Metallica,266,Rock'n'roll,5,13,6,17
3135,I Disappear,10,84.0,Metallica,266,Rock'n'roll,5,13,6,17
4965,I'll Be,16,84.0,"McEntire, Reba",263,Country,5,13,7,29
13,With Arms Wide Open,1,84.0,Creed,232,Rock'n'roll,5,13,11,11
3841,With Arms Wide Open,13,84.0,Creed,232,Rock'n'roll,5,13,11,11
4927,Dance Tonight,16,84.0,Lucy Pearl,225,R&B,5,20,7,29
5246,Dance Tonight,17,84.0,Lucy Pearl,225,R&B,5,20,7,29
2172,When You Need My Love,7,84.0,"Worley, Darryl",215,Country,6,17,9,2
2781,Cold Day In July,9,84.0,"Dixie Chicks, The",312,Country,6,24,8,5
5885,It Must Be Love,19,84.0,"Jackson, Alan",173,Country,6,24,9,2
3399,Change Your Mind,11,84.0,Sister Hazel,242,Rock,7,15,8,5
4010,Your Everything,13,84.0,"Urban, Keith",250,Country,7,15,9,16
6216,Who Let The Dogs Out,20,84.0,Baha Men,197,R&B,7,22,10,21
3592,Callin' Me,12,84.0,Lil' Zane,223,Rap,7,29,9,2
5551,Just Be A Man About It,18,84.0,"Braxton, Toni",250,Rock,7,29,9,2
2468,Californication,8,84.0,Red Hot Chili Peppers,321,Rock'n'roll,7,29,10,14
604,West Side Story,2,84.0,LFO,207,Rock'n'roll,8,5,8,12
3729,Treat Her Like A Lady,12,84.0,Joe,252,Rock,8,5,8,19
5554,It's My Life,18,84.0,Bon Jovi,224,Rock,8,12,9,30
5445,Give Me Just One Night (Una Noche),18,84.0,98¡,204,Rock,8,19,9,30
922,Can't Go For That,3,84.0,Tamia,218,Rock,9,16,9,30
2191,Summer Rain,7,84.0,"Thomas, Carl",297,Rock,9,23,10,14
91,Stay The Night,1,84.0,IMx,217,Rap,10,9,1,8
1557,What Means The World To You,5,84.0,Cam'ron,278,Rap,10,14,11,18
5543,We Danced,18,84.0,"Paisley, Brad",225,Country,10,14,12,16
1538,My Love Goes On And On,5,84.0,"Cagle, Chris",182,Country,10,21,12,2
3380,Girls Dem Sugar,11,84.0,Beenie Man,257,Reggae,10,21,12,2
4337,Girls Dem Sugar,14,84.0,Beenie Man,257,Reggae,10,21,12,2
112,Hanginaround,1,84.0,Counting Crows,247,Rock,11,6,1,29
2509,Meanwhile Back At The Ranch,8,84.0,Clark Family Experience,176,Country,11,18,12,16
192,Caught Out There,1,84.0,Kelis,249,R&B,12,4,1,8
1203,Tha Block Is Hot,4,84.0,Lil Wayne,253,Rap,12,4,1,8
1522,Tha Block Is Hot,5,84.0,Lil Wayne,253,Rap,12,4,1,8
2164,N 2 Gether Now,7,84.0,Limp Bizkit,235,Rock,12,4,1,8
448,Rhythm Divine,2,84.0,"Iglesias, Enrique",455,Latin,12,4,1,22
491,None Of Ur Friends Business,2,84.0,Ginuwine,252,Rock,12,11,1,22
2184,The Best Man I Can Be,7,85.0,Ginuwine,246,Rock,1,8,3,4
3460,The Best Man I Can Be,11,85.0,Ginuwine,246,Rock,1,8,3,4
96,I Like It,1,85.0,Sammie,249,Rock,1,29,4,15
282,U Understand,1,85.0,Juvenile,231,Rap,2,5,2,12
5268,Been There,17,85.0,"Black, Clint",328,Country,2,19,4,15
2776,It Was,9,85.0,"Wright, Chely",231,R & B,3,4,4,15
4309,Whoa!,14,85.0,Black Rob,244,Rap,3,4,4,15
6205,She's More,20,85.0,"Griggs, Andy",199,Country,3,11,6,10
1209,Whistle While You Twurk,4,85.0,Ying Yang Twins,259,Rap,3,18,4,29
2804,Whistle While You Twurk,9,85.0,Ying Yang Twins,259,Rap,3,18,4,29
480,Couldn't Last A Moment,2,85.0,"Raye, Collin",220,Country,3,18,6,24
278,Real Live Woman,1,85.0,"Yearwood, Trisha",235,Country,4,1,4,29
4854,Wobble Wobble,16,85.0,504 Boyz,215,Rap,4,15,5,6
177,The Best Of Me,1,85.0,Mya,252,Rock,4,15,5,20
5474,Oops!.. I Did It Again,18,85.0,"Spears, Britney",210,Rock'n'roll,4,22,6,10
5839,Broadway,19,85.0,Goo Goo Dolls,234,Rock,4,22,7,1
40,Absolutely (Story Of A Girl),1,85.0,Nine Days,189,Rock,5,6,7,22
605,Me Neither,2,85.0,"Paisley, Brad",199,Country,5,13,5,20
48,Wifey,1,85.0,Next,243,Rock'n'roll,5,27,9,9
514,You'll Always Be Loved By Me,2,85.0,Brooks & Dunn,178,Country,6,10,9,9
833,You'll Always Be Loved By Me,3,85.0,Brooks & Dunn,178,Country,6,10,9,9
1152,You'll Always Be Loved By Me,4,85.0,Brooks & Dunn,178,Country,6,10,9,9
1534,When You Need My Love,5,85.0,"Worley, Darryl",215,Country,6,17,9,2
1853,When You Need My Love,6,85.0,"Worley, Darryl",215,Country,6,17,9,2
5253,One Voice,17,85.0,"Gilman, Billy",247,Country,6,17,9,2
4672,Taking You Home,15,85.0,"Henley, Don",248,Rock,6,24,8,5
3016,Simple Kind Of Life,10,85.0,No Doubt,251,Rock,7,1,7,22
5902,I Will.. But,19,85.0,SheDaisy,220,Country,7,15,9,16
793,Who Let The Dogs Out,3,85.0,Baha Men,197,R&B,7,22,10,21
2787,Californication,9,85.0,Red Hot Chili Peppers,321,Rock'n'roll,7,29,10,14
4048,Treat Her Like A Lady,13,85.0,Joe,252,Rock,8,5,8,19
3075,It's Always Somethin',10,85.0,"Diffie, Joe",175,Country,8,12,9,16
5873,It's My Life,19,85.0,Bon Jovi,224,Rock,8,12,9,30
3455,Hey Papi,11,85.0,Jay-Z,220,Rap,8,12,10,7
32,Most Girls,1,85.0,Pink,246,Rock'n'roll,8,12,11,25
5030,Can't Fight The Moonlight,16,85.0,"Rimes, LeAnn",213,Country,9,9,9,16
33,Gotta Tell You,1,85.0,"Mumba, Samantha",199,Rock'n'roll,9,9,12,9
54,Between Me And You,1,85.0,Ja Rule,245,Rap,9,16,11,18
4071,That's The Kind Of Mood I'm In,13,85.0,"Loveless, Patty",207,Country,9,16,11,18
2189,You Won't Be Lonely Now,7,85.0,"Cyrus, Billy Ray",225,Country,9,23,11,11
5645,You Should've Told Me,18,85.0,"Price, Kelly",192,Rock,9,23,12,2
3094,That Other Woman,10,85.0,Changing Faces,240,Rock,9,30,10,28
5569,911,18,85.0,"Jean, Wyclef",240,Rap,10,7,11,25
4018,Girls Dem Sugar,13,85.0,Beenie Man,257,Reggae,10,21,12,2
1556,Straight Up,5,85.0,"Moore, Chante",220,Rock,10,28,12,2
4368,Deep Inside,14,85.0,"Blige, Mary J.",326,Rock,11,13,1,22
3466,Meanwhile Back At The Ranch,11,85.0,Clark Family Experience,176,Country,11,18,12,16
187,Angels,1,85.0,"Williams, Robbie",236,Rock,11,20,1,22
115,My Best Friend,1,85.0,"McGraw, Tim",273,Country,11,27,1,29
888,N 2 Gether Now,3,85.0,Limp Bizkit,235,Rock,12,4,1,8
4000,None Of Ur Friends Business,13,85.0,Ginuwine,252,Rock,12,11,1,22
4319,None Of Ur Friends Business,14,85.0,Ginuwine,252,Rock,12,11,1,22
5892,Smile,19,85.0,Lonestar,213,Country,12,18,2,12
347,I Wanna Know,2,86.0,Joe,297,Rock'n'roll,1,1,7,1
1539,Put Your Hand In Mine,5,86.0,"Byrd, Tracy",270,Country,1,29,2,12
5805,From The Bottom Of My Broken Heart,19,86.0,"Spears, Britney",270,Rock,1,29,2,26
6197,I Don't Wanna,20,86.0,Aaliyah,255,Rock,1,29,3,4
254,No Leaf Clover (Live),1,86.0,Metallica,343,Rock,2,12,3,11
2168,No Leaf Clover (Live),7,86.0,Metallica,343,Rock,2,12,3,11
2482,"Left, Right, Left",8,86.0,Drama,217,Rap,2,12,3,18
237,Do What You Gotta Do,1,86.0,"Brooks, Garth",176,Country,2,19,3,18
2107,Anything,7,86.0,Jay-Z,221,Rap,2,26,3,11
224,It Was,1,86.0,"Wright, Chely",231,R & B,3,4,4,15
5255,Buy Me A Rose,17,86.0,"Rogers, Kenny",226,Country,3,11,5,6
251,"Ryde or Die, Chick",1,86.0,Lox,236,Rap,3,18,3,25
1543,Mr. Too Damn Good,5,86.0,"Levert, Gerald",246,R & B,3,18,4,8
1862,Mr. Too Damn Good,6,86.0,"Levert, Gerald",246,R & B,3,18,4,8
3264,Goodbye Earl,11,86.0,"Dixie Chicks, The",259,Country,3,18,5,6
2451,Mirror Mirror,8,86.0,M2M,199,Pop,4,1,5,27
6170,Better Off Alone,20,86.0,Alice Deejay,410,Electronica,4,8,6,3
4324,The Best Of Me,14,86.0,Mya,252,Rock,4,15,5,20
4643,The Best Of Me,15,86.0,Mya,252,Rock,4,15,5,20
255,Another Nine Minutes,1,86.0,Yankee Grey,190,Country,4,29,5,20
381,Back Here,2,86.0,BBMak,215,Rock,4,29,7,29
264,I Disappear,1,86.0,Metallica,266,Rock'n'roll,5,13,6,17
4160,With Arms Wide Open,14,86.0,Creed,232,Rock'n'roll,5,13,11,11
5565,Dance Tonight,18,86.0,Lucy Pearl,225,R&B,5,20,7,29
5299,You'll Always Be Loved By Me,17,86.0,Brooks & Dunn,178,Country,6,10,9,9
8392,I Wanna Be With You,27,86.0,"Moore, Mandy",252,Pop,6,17,8,12
149,One Voice,1,86.0,"Gilman, Billy",247,Country,6,17,9,2
468,One Voice,2,86.0,"Gilman, Billy",247,Country,6,17,9,2
4405,When You Need My Love,14,86.0,"Worley, Darryl",215,Country,6,17,9,2
925,Take That,3,86.0,"Carter, Torrey",223,Rock,6,24,7,8
1450,What You Want,5,86.0,DMX,245,Rap,7,1,9,23
2446,No Matter What They Say,8,86.0,Lil' Kim,252,Rap,7,15,8,5
5264,I Will.. But,17,86.0,SheDaisy,220,Country,7,15,9,16
4631,The Light,15,86.0,Common,235,Rap,8,5,9,9
2964,Lucky,10,86.0,"Spears, Britney",203,Rock,8,12,9,9
427,Best Of Intentions,2,86.0,"Tritt, Travis",255,Country,8,19,12,2
3966,Aaron's Party (Come Get It),13,86.0,"Carter, Aaron",203,R&B,8,26,9,16
3078,The Way I Am,10,86.0,Eminem,280,Rap,8,26,9,30
5349,Can't Fight The Moonlight,17,86.0,"Rimes, LeAnn",213,Country,9,9,9,16
603,Can't Go For That,2,86.0,Tamia,218,Rock,9,16,9,30
5170,Liar,17,86.0,Profyle,237,R&B,9,16,10,28
915,Summer Rain,3,86.0,"Thomas, Carl",297,Rock,9,23,10,14
1498,You Should've Told Me,5,86.0,"Price, Kelly",192,Rock,9,23,12,2
5326,You Should've Told Me,17,86.0,"Price, Kelly",192,Rock,9,23,12,2
6181,We Danced,20,86.0,"Paisley, Brad",225,Country,10,14,12,16
6193,Born To Fly,20,86.0,"Evans, Sara",336,Country,10,21,12,30
3734,Rollin',12,86.0,Limp Bizkit,244,Rock'n'roll,11,11,12,9
4053,Rollin',13,86.0,Limp Bizkit,244,Rock'n'roll,11,11,12,9
595,Meanwhile Back At The Ranch,2,86.0,Clark Family Experience,176,Country,11,18,12,16
1216,How Many Licks?,4,86.0,Lil' Kim,230,Rap,11,25,12,2
1535,How Many Licks?,5,86.0,Lil' Kim,230,Rap,11,25,12,2
168,The Itch,1,86.0,Vitamin C,210,Rock'n'roll,12,2,12,16
2483,N 2 Gether Now,8,86.0,Limp Bizkit,235,Rock,12,4,1,8
2798,Tha Block Is Hot,9,86.0,Lil Wayne,253,Rap,12,4,1,8
140,You Can Do It,1,86.0,Ice Cube,260,Rap,12,4,1,15
197,No More Rain (In This Cloud),1,86.0,"Stone, Angie",282,R&B,12,25,1,22
516,No More Rain (In This Cloud),2,86.0,"Stone, Angie",282,R&B,12,25,1,22
4601,Love Is Blind,15,87.0,Eve,231,Rap,1,8,2,19
894,Tricky Tricky ,3,87.0,"Bega, Lou",203,Rock,1,29,2,5
164,Been There,1,87.0,"Black, Clint",328,Country,2,19,4,15
5587,Been There,18,87.0,"Black, Clint",328,Country,2,19,4,15
247,Baby Don't Cry (Keep Ya Head Up II),1,87.0,2 Pac,262,Rap,2,26,3,11
1523,Baby Don't Cry (Keep Ya Head Up II),5,87.0,2 Pac,262,Rap,2,26,3,11
2452,U Don't Love Me,8,87.0,Kumbia Kings,230,R & B,3,4,3,18
274,Daddy Won't Sell The Farm,1,87.0,Montgomery Gentry,258,Country,3,4,3,25
218,Mirror Mirror,1,87.0,M2M,199,Pop,4,1,5,27
537,Mirror Mirror,2,87.0,M2M,199,Pop,4,1,5,27
5003,Mirror Mirror,16,87.0,M2M,199,Pop,4,1,5,27
6155,Crash And Burn,20,87.0,Savage Garden,281,Rock,4,8,5,27
3657,Graduation (Friends Forever),12,87.0,Vitamin C,263,Rock,4,15,6,10
576,It's So Hard,2,87.0,Big Punisher,205,Rap,4,22,5,6
1356,This Time Around,5,87.0,Hanson,254,Country,4,22,5,6
6158,Broadway,20,87.0,Goo Goo Dolls,234,Rock,4,22,7,1
147,Prayin' For Daylight,1,87.0,Rascal Flatts,216,Country,5,6,8,12
286,Me Neither,1,87.0,"Paisley, Brad",199,Country,5,13,5,20
4092,I Disappear,13,87.0,Metallica,266,Rock'n'roll,5,13,6,17
590,Monica,2,87.0,Before Dark,244,Rock,5,20,6,17
917,Shut Up,3,87.0,Trick Daddy,257,Rap,5,20,6,17
1236,Shut Up,4,87.0,Trick Daddy,257,Rap,5,20,6,17
1866,Monica,6,87.0,Before Dark,244,Rock,5,20,6,17
2512,Shut Up,8,87.0,Trick Daddy,257,Rap,5,20,6,17
4651,Could I Have This Kiss Forever,15,87.0,"Houston, Whitney",234,Rock,6,17,8,5
1882,Take That,6,87.0,"Carter, Torrey",223,Rock,6,24,7,8
4991,Taking You Home,16,87.0,"Henley, Don",248,Rock,6,24,8,5
5948,Taking You Home,19,87.0,"Henley, Don",248,Rock,6,24,8,5
6267,Taking You Home,20,87.0,"Henley, Don",248,Rock,6,24,8,5
1131,What You Want,4,87.0,DMX,245,Rap,7,1,9,23
5278,What You Want,17,87.0,DMX,245,Rap,7,1,9,23
1868,Sour Girl,6,87.0,Stone Temple Pilots,256,Rock,7,8,7,29
3718,Change Your Mind,12,87.0,Sister Hazel,242,Rock,7,15,8,5
6221,I Will.. But,20,87.0,SheDaisy,220,Country,7,15,9,16
6192,It's My Life,20,87.0,Bon Jovi,224,Rock,8,12,9,30
207,The Way I Am,1,87.0,Eminem,280,Rap,8,26,9,30
5263,Kiss This,17,87.0,"Tippin, Aaron",173,Country,8,26,10,21
607,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),2,87.0,2Ge+her,195,R & B,9,2,9,9
5987,Can't Fight The Moonlight,19,87.0,"Rimes, LeAnn",213,Country,9,9,9,16
521,Bad Boyz,2,87.0,Shyne,262,Rap,9,9,10,28
4067,My Baby You,13,87.0,"Anthony, Marc",239,Latin,9,16,10,7
1179,You Should've Told Me,4,87.0,"Price, Kelly",192,Rock,9,23,12,2
2514,What Means The World To You,8,87.0,Cam'ron,278,Rap,10,14,11,18
1219,My Love Goes On And On,4,87.0,"Cagle, Chris",182,Country,10,21,12,2
1223,The Rockafeller Skank,4,87.0,Fatboy Slim,240,Electronica,11,13,1,22
276,Meanwhile Back At The Ranch,1,87.0,Clark Family Experience,176,Country,11,18,12,16
5191,Shake Your Bon-Bon,17,87.0,"Martin, Ricky",188,Latin,11,20,2,12
5275,Emotional,17,87.0,"Thomas, Carl",271,Rock,11,25,12,30
3117,Tha Block Is Hot,10,87.0,Lil Wayne,253,Rap,12,4,1,8
1865,The Best Man I Can Be,6,88.0,Ginuwine,246,Rock,1,8,3,4
1858,Put Your Hand In Mine,6,88.0,"Byrd, Tracy",270,Country,1,29,2,12
2669,American Pie,9,88.0,Madonna,270,Rock,2,19,3,4
1863,Stay Or Let It Go,6,88.0,"McKnight, Brian",272,Rock,2,26,3,25
105,Party Up (Up In Here),1,88.0,DMX,225,Rap,2,26,4,22
611,Still In My Heart,2,88.0,"Spencer, Tracie",251,Rock,3,4,3,11
5893,Buy Me A Rose,19,88.0,"Rogers, Kenny",226,Country,3,11,5,6
2181,Mr. Too Damn Good,7,88.0,"Levert, Gerald",246,R & B,3,18,4,8
3583,Goodbye Earl,12,88.0,"Dixie Chicks, The",259,Country,3,18,5,6
4355,You Owe Me,14,88.0,Nas,231,R&B,3,25,4,15
3766,It's So Hard,12,88.0,Big Punisher,205,Rap,4,22,5,6
2169,Another Nine Minutes,7,88.0,Yankee Grey,190,Country,4,29,5,20
497,Flowers On The Wall,2,88.0,"Heatherly, Eric",196,Country,4,29,8,12
816,Flowers On The Wall,3,88.0,"Heatherly, Eric",196,Country,4,29,8,12
5454,The Real Slim Shady,18,88.0,Eminem,282,Rap,5,6,6,24
902,I Disappear,3,88.0,Metallica,266,Rock'n'roll,5,13,6,17
4411,I Disappear,14,88.0,Metallica,266,Rock'n'roll,5,13,6,17
389,Desert Rose,2,88.0,Sting,232,Rock,5,13,8,26
2473,"Same Script, Different Cast",8,88.0,"Houston, Whitney",285,Rock,6,17,7,15
577,When You Need My Love,2,88.0,"Worley, Darryl",215,Country,6,17,9,2
606,Take That,2,88.0,"Carter, Torrey",223,Rock,6,24,7,8
3335,Simple Kind Of Life,11,88.0,No Doubt,251,Rock,7,1,7,22
2506,Sour Girl,8,88.0,Stone Temple Pilots,256,Rock,7,8,7,29
3479,Don't Call Me Baby,11,88.0,Madison Avenue,224,Electronica,7,8,9,16
3798,Don't Call Me Baby,12,88.0,Madison Avenue,224,Electronica,7,8,9,16
4117,Don't Call Me Baby,13,88.0,Madison Avenue,224,Electronica,7,8,9,16
609,Got It All,2,88.0,Eve,228,Rap,7,15,7,22
928,Got It All,3,88.0,Eve,228,Rap,7,15,7,22
6219,Sexual (Li Da Di),20,88.0,Amber,278,Rock,7,17,2,12
6538,Sexual (Li Da Di),21,88.0,Amber,278,Rock,7,17,2,12
923,West Side Story,3,88.0,LFO,207,Rock'n'roll,8,5,8,12
4412,Hey Papi,14,88.0,Jay-Z,220,Rap,8,12,10,7
4019,Let's Make Love,13,88.0,"Hill, Faith",251,Rap,8,12,10,21
5576,Go On,18,88.0,"Strait, George",228,Country,8,26,10,28
4711,Can't Fight The Moonlight,15,88.0,"Rimes, LeAnn",213,Country,9,9,9,16
4030,Bad Boyz,13,88.0,Shyne,262,Rap,9,9,10,28
1241,Can't Go For That,4,88.0,Tamia,218,Rock,9,16,9,30
1519,That's The Kind Of Mood I'm In,5,88.0,"Loveless, Patty",207,Country,9,16,11,18
1838,That's The Kind Of Mood I'm In,6,88.0,"Loveless, Patty",207,Country,9,16,11,18
2829,Summer Rain,9,88.0,"Thomas, Carl",297,Rock,9,23,10,14
1870,You Won't Be Lonely Now,6,88.0,"Cyrus, Billy Ray",225,Country,9,23,11,11
2195,What Means The World To You,7,88.0,Cam'ron,278,Rap,10,14,11,18
5556,I Lost It,18,88.0,"Chesney, Kenny",234,Country,10,21,12,23
127,What Do You Say,1,88.0,"McEntire, Reba",206,Country,10,30,1,29
4007,Stan,13,88.0,Eminem,326,Rap,11,4,12,2
4334,Angels,14,88.0,"Williams, Robbie",236,Rock,11,20,1,22
5896,Got To Get It,19,88.0,Sisqo,232,Rock,11,20,1,22
569,N 2 Gether Now,2,88.0,Limp Bizkit,235,Rock,12,4,1,8
4914,Rhythm Divine,16,88.0,"Iglesias, Enrique",455,Latin,12,4,1,22
3162,Re-Arranged,10,88.0,Limp Bizkit,248,Rock,12,4,2,5
6104,Blue (Da Ba Dee),20,88.0,Eiffel 65,209,Electronica,12,11,1,29
898,A Little Gasoline,3,88.0,"Clark, Terri",187,Country,12,16,12,16
4919,One Night Stand,16,88.0,J-Shin,274,R&B,12,25,2,26
807,G'D Up,3,89.0,"Eastsidaz, The",267,Rap,1,8,2,12
3779,The Best Man I Can Be,12,89.0,Ginuwine,246,Rock,1,8,3,4
5220,Falls Apart,17,89.0,Sugar Ray,255,Rock,1,15,2,19
141,Back At One,1,89.0,"Wills, Mark",240,Country,1,15,2,26
6157,I Like It,20,89.0,Sammie,249,Rock,1,29,4,15
887,"Left, Right, Left",3,89.0,Drama,217,Rap,2,12,3,18
2771,U Don't Love Me,9,89.0,Kumbia Kings,230,R & B,3,4,3,18
1508,Private Emotion,5,89.0,"Martin, Ricky",242,Latin,3,11,3,18
3123,Whistle While You Twurk,10,89.0,Ying Yang Twins,259,Rap,3,18,4,29
6222,Couldn't Last A Moment,20,89.0,"Raye, Collin",220,Country,3,18,6,24
1251,If You Don't Wanna Love Me,4,89.0,Tamar,242,Rock,3,25,4,15
2148,Give Me You,7,89.0,"Blige, Mary J.",300,Rock'n'roll,4,15,5,13
3684,Someday Out Of The Blue,12,89.0,"John, Elton",281,Rock,4,22,5,6
6239,Flowers On The Wall,20,89.0,"Heatherly, Eric",196,Country,4,29,8,12
1133,Nothing As It Seems,4,89.0,Pearl Jam,320,Rock,5,13,5,13
6006,I Disappear,19,89.0,Metallica,266,Rock'n'roll,5,13,6,17
180,I'll Be,1,89.0,"McEntire, Reba",263,Country,5,13,7,29
2193,Shut Up,7,89.0,Trick Daddy,257,Rap,5,20,6,17
931,3 Little Words,3,89.0,Nu Flavor,234,R & B,6,3,6,17
1250,3 Little Words,4,89.0,Nu Flavor,234,R & B,6,3,6,17
3087,I Think God Can Explain,10,89.0,Splender,235,R&B,6,10,6,24
4915,I Will Love Again,16,89.0,"Fabian, Lara",223,Pop,6,10,8,12
8073,I Wanna Be With You,26,89.0,"Moore, Mandy",252,Pop,6,17,8,12
1563,Take That,5,89.0,"Carter, Torrey",223,Rock,6,24,7,8
6204,It Must Be Love,20,89.0,"Jackson, Alan",173,Country,6,24,9,2
4547,I Think I'm In Love With You,15,89.0,"Simpson, Jessica",212,Pop,7,1,8,12
5597,What You Want,18,89.0,DMX,245,Rap,7,1,9,23
2187,Sour Girl,7,89.0,Stone Temple Pilots,256,Rock,7,8,7,29
290,Got It All,1,89.0,Eve,228,Rap,7,15,7,22
2463,As We Lay,8,89.0,"Price, Kelly",380,Rock'n'roll,7,15,8,5
402,Callin' Me,2,89.0,Lil' Zane,223,Rap,7,29,9,2
5870,Just Be A Man About It,19,89.0,"Braxton, Toni",250,Rock,7,29,9,2
5658,Californication,18,89.0,Red Hot Chili Peppers,321,Rock'n'roll,7,29,10,14
4686,Treat Her Like A Lady,15,89.0,Joe,252,Rock,8,5,8,19
4950,The Light,16,89.0,Common,235,Rap,8,5,9,9
614,Baby U Are,2,89.0,"Levert, Gerald",250,R & B,8,19,8,26
2759,The Way I Am,9,89.0,Eminem,280,Rap,8,26,9,30
6262,Open My Heart,20,89.0,"Adams, Yolanda",330,Gospel,8,26,10,21
6564,Feels Like Love,21,89.0,"Gill, Vince",253,Country,9,2,11,18
4705,My Baby You,15,89.0,"Anthony, Marc",239,Latin,9,16,10,7
3784,You Won't Be Lonely Now,12,89.0,"Cyrus, Billy Ray",225,Country,9,23,11,11
82,What's Your Fantasy,1,89.0,Ludacris,256,Rap,9,30,12,16
126,Just Friends (Sunny),1,89.0,Musiq,242,Rap,10,14,12,30
5875,I Lost It,19,89.0,"Chesney, Kenny",234,Country,10,21,12,23
4314,www.memory,14,89.0,"Jackson, Alan",156,Country,11,4,12,23
5610,Angels,18,89.0,"Williams, Robbie",236,Rock,11,20,1,22
1854,How Many Licks?,6,89.0,Lil' Kim,230,Rap,11,25,12,2
2471,Original Prankster,8,89.0,"Offspring, The",222,Rock,11,25,12,9
565,Tha Block Is Hot,2,89.0,Lil Wayne,253,Rap,12,4,1,8
3649,You Can Do It,12,89.0,Ice Cube,260,Rap,12,4,1,15
3481,Re-Arranged,11,89.0,Limp Bizkit,248,Rock,12,4,2,5
4757,Re-Arranged,15,89.0,Limp Bizkit,248,Rock,12,4,2,5
42,All The Small Things,1,89.0,Blink-182,172,Rock,12,4,2,19
6077,Thank God I Found You,20,89.0,"Carey, Mariah",254,Rock,12,11,2,19
150,Smile,1,89.0,Lonestar,213,Country,12,18,2,12
49,Auld Lang Syne (The Millenium Mix),1,89.0,Kenny G,470,Jazz,12,25,1,8
368,Auld Lang Syne (The Millenium Mix),2,89.0,Kenny G,470,Jazz,12,25,1,8
4663,No More Rain (In This Cloud),15,89.0,"Stone, Angie",282,R&B,12,25,1,22
1254,The Quittin' Kind,4,90.0,"Diffie, Joe",203,Country,1,1,1,22
3997,G'D Up,13,90.0,"Eastsidaz, The",267,Rap,1,8,2,12
2464,What's My Name,8,90.0,DMX,230,Rap,1,15,2,12
2783,What's My Name,9,90.0,DMX,230,Rap,1,15,2,12
4926,Back At One,16,90.0,"Wills, Mark",240,Country,1,15,2,26
6124,From The Bottom Of My Broken Heart,20,90.0,"Spears, Britney",270,Rock,1,29,2,26
6218,Love's The Only House,20,90.0,"McBride, Martina",313,Country,2,5,4,15
3097,I Need A Hot Girl,10,90.0,Hot Boys,256,Rap,2,19,3,11
4026,That's What I'm Looking For,13,90.0,Da Brat,224,Rap,2,26,4,15
2156,I Belong To You,7,90.0,"Kravitz, Lenny",257,Rock,3,25,4,8
2475,I Belong To You,8,90.0,"Kravitz, Lenny",257,Rock,3,25,4,8
113,Shackles (Praise You),1,90.0,Mary Mary,192,Rock,3,25,5,13
1130,Unconditional,4,90.0,"Davidson, Clay",236,Country,3,25,6,17
5322,Mirror Mirror,17,90.0,M2M,199,Pop,4,1,5,27
86,Yes!,1,90.0,"Brock, Chad",202,Country,4,8,7,1
2467,Give Me You,8,90.0,"Blige, Mary J.",300,Rock'n'roll,4,15,5,13
5260,The Chain Of Love,17,90.0,"Walker, Clay",303,Country,4,15,6,10
3046,Someday Out Of The Blue,10,90.0,"John, Elton",281,Rock,4,22,5,6
3447,It's So Hard,11,90.0,Big Punisher,205,Rap,4,22,5,6
5793,Oops!.. I Did It Again,19,90.0,"Spears, Britney",210,Rock'n'roll,4,22,6,10
924,Me Neither,3,90.0,"Paisley, Brad",199,Country,5,13,5,20
3631,The One,12,90.0,"Backstreet Boys, The",226,Rock,5,27,7,1
1888,3 Little Words,6,90.0,Nu Flavor,234,R & B,6,3,6,17
5593,Whatever,18,90.0,Ideal,228,R&B,6,10,8,19
7754,I Wanna Be With You,25,90.0,"Moore, Mandy",252,Pop,6,17,8,12
1709,Crybaby,6,90.0,"Carey, Mariah",319,Rock,6,24,6,24
5629,Taking You Home,18,90.0,"Henley, Don",248,Rock,6,24,8,5
404,Faded,2,90.0,SoulDecision,205,Rock'n'roll,7,8,9,9
2841,Don't Call Me Baby,9,90.0,Madison Avenue,224,Electronica,7,8,9,16
6031,Don't Call Me Baby,19,90.0,Madison Avenue,224,Electronica,7,8,9,16
2765,No Matter What They Say,9,90.0,Lil' Kim,252,Rap,7,15,8,5
4329,Your Everything,14,90.0,"Urban, Keith",250,Country,7,15,9,16
6189,Just Be A Man About It,20,90.0,"Braxton, Toni",250,Rock,7,29,9,2
