,company,description,post_date,title,city,state,range_low,range_high,salary_avg
671,Seattle Genetics,"Recognize inconsistencies and initiate resolution of data problems. Design, develop, evaluate and modify SAS programs to analyze and evaluate clinical data....",24,Statistical Programmer II,Bothell,WA,,,
672,Gilead,Currently looking for qualified candidates with SAS macro expertise to provide a critical role in supporting the programming teams in the following,1,Statistical Programmer I - Macro,Foster City,CA,,,
673,Twitter,Machine Learning & Data Science:. Machine Learning & Data Science Engineer:. Data is at the core of everything we do at TellApart - we thrive and prosper based...,6,Machine Learning & Data Science Engineer - TellApart (Data P...,San Francisco,CA,,,
674,GE Digital,"Architects, Data Scientists, Businesses & Product Managers. Hands-on experience in utilizing Spring Framework (Core, MVC, Integration and Data)....",14,Staff Software Engineer – Field Services,,,,,
675,Corning,"Modeling Simulation Scientist. Our dedicated scientists conduct their research with the highest integrity, finely tuned processes and superb skill....",20,Modeling Simulation Scientist,Painted Post,NY,,,
676,Request Technology,"Data Scientist to process large volumes of data, and provide Quantitative Analysis for a large enterprise financial firm....",3,Sr. Data Scientist – Quantitative Analysis,McLean,VA,100000.0,130000.0,115000.0
677,"Valid USA, Inc.","Our Data Solutions business in Woodland Hills, CA has an outstanding opportunity for a Senior Data Scientist ....",30,Senior Data Scientist,Woodland Hills,CA,,,
678,Independence Blue Cross,Familiarity with medical and pharmacy claim data. Independence Blue Cross is seeking a Research Scientist to work in the Advanced Analytics area with a team of...,5,Research Scientist,Philadelphia,PA,,,
679,U.S. Bank,"Senior Quantitative Analyst - 160022733 At U.S. Bank, we're passionate about helping customers and the communities where we live and work. The fifth",26,Senior Quantitative Analyst,Charlotte,NC,,,
680,Penn State University,"Prepare specimens for cryo-EM, vitrify, screen, collect data. We are seeking a detail-orientated research assistant to augment the efforts of a dynamic team of...",2,Research Technologist,Hershey,PA,,,
681,Grovo,"Own the entire data stack and team including Data Scientists, Engineers and Analysts. Director of Data. We’ve built a fantastic team of Data Engineers (3) and...",30,Director of Data,New York,NY,,,
682,LexisNexis,"Experience processing large data sets 6. Research and design advanced scores, attributes, products and indexes through exploration of across a wide range of...",9,Sr Statistical Modeler,Chicago,IL,,,
683,University of Texas at Austin,Development of tools for quantitative stratigraphic analysis and data analysis/database management. We seek a clastic stratigrapher with strengths in...,22,Research Scientist,Austin,TX,,,
684,"Deacom, Inc.",Data analyst experience. Gain experience with Deacom’s unique Data Conversion tool to create profiles for loading data....,8,Data Specialist,Chesterbrook,PA,,,
685,"Precidiag, Inc.",Optimize experimental conditions and improve data quality. Work directly with senior scientists from Research & Development team....,24,Research Scientist - Microbiome,Natick,MA,,,
686,Farmers Insurance Group,Perform data quality analysis. Analyzes information using data manipulation and statistical analysis. Perform ad-hoc analysis by manipulating and analyzing data...,3,Commercial R&D Analyst/Statistician I,Woodland Hills,CA,,,
687,UT Health Science Center at Houston,We are actively recruiting a Research Scientist who has at least 3 years of postdoctoral experience in eye research that involved using mouse models of human...,8,Research Scientist,Houston,TX,,,
688,Direct Client,"Categorical Data Analysis. Statistical Expert able to apply techniques as appropriate for extremely large data sets with 1,000+ variables (columns)....",4,Principal Statistical Analyst,Bloomingdale,IL,,,
689,Child Trends,"Supervises the data collection, tabulation, and analysis by research scientists, analysts and assistants. Research Scientist in our Bethesda, MD office....",3,Senior Research Scientist - Early Childhood,Bethesda,MD,,,
690,Lancaster Laboratories,"Senior Scientist responsibilities include, but are not limited to, the following :. Understand and perform calculations as required by test methods (some...",5,Senior Scientist,Lancaster,PA,,,
691,Workbridge Associates,Hiring for a Senior Data Scientist with a strong Natural Language Processing background for a major healthcare corporation that is building out a new data...,4,Natural Language Processing Scientist,Chicago,IL,145000.0,,145000.0
692,University of Wyoming,"In an effort to support the sharing, visualization and analysis of data in a myriad of UW, State and Federal research projects, these entry-level positions will...",30,"RESEARCH SCIENTIST, ASST",Laramie,WY,40000.0,50000.0,45000.0
693,Amway,"Skin Pigmentation Research Scientist – Bioassay Group. Work collaboratively to deliver technical review of data, procedures, recommendations and expertise in...",5,Skin Pigmentation Research Scientist,Ada,MI,,,
694,Los Alamos National Laboratory,Understanding of the basic processes in the data acquisition and experiments that produced the data is necessary to guide the processing of the data....,8,Prompt Diagnostics Tec Analyst (Research Tec 3),Los Alamos,NM,48200.0,74400.0,61300.0
695,Adelphic Mobile,"This individual works closely with data scientists, software. Experience in Data Analytics. The Data Analyst supports Adelphic’s programmatic advertising...",30,Data Analyst,,,,,
696,Becton Dickinson & Company,May present data at national scientific meetings. Presents data at group meetings and Technical Reviews. Tabulates and analyzes experimental data of moderate to...,7,Senior Scientist,San Jose,CA,,,
697,Epic Games,Experience creating ETL processes for converting raw data into data useful for analytics. Skilled in using SAS and/or R for data analysis....,30,Senior Statistical Data Analyst,Bellevue,WA,,,
698,Medidata Solutions,"Data architecture, data mining, and/or data analysis. Data security and privacy (privacy-preserving data mining, data security, data provenance)....",30,Senior Data Scientist/mHealth Lead,New York,NY,,,
699,JLL,"Track, maintain and disseminate detailed data for critical indicators including. Respond to all internal and external client requests for data and information...",2,Research Analyst,Orlando,FL,,,
700,Ivory Systems,"Develop or lead in the review of a Data Management Plan (DMP), when applicable, that outlines database design and testing, CRF flow, data queries, manual checks...",11,Data Manager,Berkeley Heights,NJ,,,
701,Amazon Corporate LLC,"Data Scientist at Amazon, you will have the opportunity to work on one of the world's largest consumer and advertising data sets, as well as influence the long...",26,Sr. Data Scientist,Seattle,WA,,,
702,Natera,"Perform data analysis with advanced analytical tools (JMP, Excel, R). Natera is currently looking for a Senior Scientist to join their Research & Development...",1,Senior Scientist,San Carlos,CA,,,
703,EGS Inc.,"RFQ # 291047 Senior Scientists. Collect and analyze data to identify performance trends. Is seeking a Senior Scientist for our Client in Aiken, SC!...",30,Senior Scientist,Aiken,SC,,,
704,FocusKPI Inc.,"Product Management, Project Management, Data Architects, Data Scientists, Data Analysts, Software Engineers, and other Data Engineers....",1,Senior Data Engineer,San Diego,CA,,,
705,Department Of The Interior,"Dendrochronological cross-dating and evaluating dendroecological data. Generate fire/forest ecology-based resource data, scientific reports, and peer-reviewed...",2,"Research Ecologist, GS-0408-13 (DEU - PERM - KS)",Santa Fe,NM,84458.0,109800.0,97129.0
706,Workbridge Associates,Industry experience working as a data scientist. New start-up in the healthcare space is seeking a Senior Data Scientist to join their team of focused and...,10,Senior Data Scientist (Healthcare),Berkeley,CA,120000.0,155000.0,137500.0
707,NYU Langone Medical Center,Supports the data governance team in conducting moderately complex data analysis to help drive data quality improvement initiatives....,30,Enterprise Data Governance Analyst,New York,NY,,,
708,Trulia,Experience with Big Data tools such as Hive/Presto. 3-5 years of experience working with data and performing analysis....,30,Quantitative Analyst,San Francisco,CA,,,
709,drawbridge,Strong algorithm & data structure knowledge. We are developing a large data platform for mobile advertising....,30,"Lead Data Scientist, Ad Optimization",San Mateo,CA,,,
710,University of California Berkeley,"Experienced in working with a small to med size data warehouse. The University of California, Berkeley, is one of the world’s most iconic teaching and research...",30,"Associate Director of Data Analysis, Haas School of Business...",Berkeley,CA,,,
711,Vencore,"Identify, retrieve, manipulate, relate and/or exploit multiple structured data and unstructured data sets from various sources, including building or generating...",11,Senior - Data Scientist,Springfield,VA,,,
712,Hudson Data,Hudson Data is a data science solutions firm specializing in big data and predictive modeling factories. You are an enthusiastic educator that is eager to...,28,Data Science Instructor,New York,NY,,,
713,"Aspera, an IBM Company",The Data Engineer position will focus on big data architectural problems in the Hadoop ecosystem. Container-izing these data pipelines for deployment....,30,Data Analytics Engineer at AsperaLabs,Emeryville,CA,,,
714,SAIC,"Data Scientist Sr Principal (Job Number:. Experience with end-to-end data lifecycle to synthesize actionable information through data collection, preparation,...",18,Data Scientist Sr Principal Job,Aber Prov Grd,MD,,,
715,U.S. Bank,Compiles economic and historical data for use in management forecasting and planning. Conducts statistical and other studies to provide data on the sales...,4,Marketing Research Analyst 5,Brentwood,MO,,,
716,Programmer Resources International Inc (PRI Inc.),"Assist with data analysis and interpretation. Experience with automation, data acquisition, and statistical methods....",3,Associate Scientist,Durham,NC,,,
717,GlaxoSmithKline,Strong data management skills and advanced skills in Microsoft Office programs. Discovery Supply at Upper Providence (UP) is currently looking for a Biological...,9,Biological Asset Management Scientist,Collegeville,PA,,,
718,360Fly,We are seeking an experienced machine learning specialist to help us achieve our goal of transforming the way people shoot and share videos. General,30,Software Engineer-Machine Learning Specialist,Fort Lauderdale,FL,,,
719,Medix,Follows Project Checklist and works with Study Director/Principal Investigator to ensure that the raw data file is complete for the study....,11,Scientist,Skokie,IL,,,
720,Applecart,"Senior Data Scientist. We are looking for an experienced, inventive data scientist to help lead our rapidly growing start-up’s internal data science team....",30,Senior Data Scientist,New York,NY,,,
721,Reed Elsevier,By proprietary data analysis tools. Into the LN Risk data warehouse. Doing some sort of data analysis would be great....,28,Software Engineer I - (Data Analysis/research),Boca Raton,FL,,,
722,Intelligent Automation,"Solid understanding of computer vision, object tracking and data association. The successful candidate will join a growing team of vision and robotics...",13,Research Engineer/Scientist - Computer Vision,Rockville,MD,,,
723,Independence Blue Cross,"Maintain and/or create BRDs by performing appropriate data analysis of the data in the data warehouse to identify accurate mapping rules, coordinate and assist...",8,Research Analyst,Philadelphia,PA,,,
724,Walmart,Utilizing big data analytics and advanced data mining techniques to analyze data; Assessing data validity and usability of data;...,8,Advanced Modeling Manager – Real Estate (Data Scientist),Bentonville,AR,,,
725,Sierra Nevada Corporation,"Experience with integration of data from multiple data sources. This position requires working with technical leads, data scientists and project managers in a...",18,Big Data Engineer,Herndon,VA,,,
726,Genentech,"Data Science, Statistics, Biostatistics, Computer Science. Ideal candidate would be MS in data science, statistics, biostatistics degree candidates;...",29,Intern - Statistical Programming and Analysis,South San Francisco,CA,,,
727,Direct Client,The incumbent will also program for database integrity checks and work closely with Clinical Data Managers and Quality Assurance personnel to assure database...,2,STATISTICAL PROGRAMMER,Little Falls,NJ,,,
728,Northrop Grumman,"Assist research teams in development of complex result based approaches to problems and situations for which data is incomplete, challenging, or for which no...",15,Intel (Data) Analyst 3/4 - AFRICOM/CENTCOM,Tampa,FL,,,
729,TCF Bank,"Conduct econometric and statistical analysis of credit data. Responsible for entire lifecycle of collecting data, building and implementing models, and...",7,"Senior Quantitative Risk Analyst - Plymouth, MN",Plymouth,MN,,,
730,ProteinSimple,"Generate scientific content tools for field organization use (support data, presentations, videos, analysis aides etc.)....",2,Field Applications Scientist,Wallingford,CT,,,
731,"City of Norfolk, VA","Gathers and analyzes data, develops spreadsheets for cost/benefit analyses; Meets with staff of various departments to gather data and explain research results;...",19,Research Analyst,Norfolk,VA,33770.0,55060.0,44415.0
732,Regions Bank,Advanced data management skills. Ability to source data and convert it into a usable form without the benefit of a fully-developed data mart....,29,BSA AML OFAC Quantitative Modeling Analyst,Birmingham,AL,,,
733,VigLink,"Senior Data Scientist. About the Senior Data Scientist role:. VigLink is looking for a Senior Data Scientist with strong Hadoop, Hive and SQL skills, and...",30,Senior Data Scientist,San Francisco,CA,,,
734,Illinois Technology Association,Collaborate with data scientists to design and develop processes to further business unit and company-wide data science initiatives on a common data platform....,15,GrubHub - Data Engineer,New York,NY,,,
735,T3 Trading Group LLC,Statistical Pairs Trading and Convergence Position We are currently hiring proprietary traders for our selective Pairs Trading Group. The pair trade or pairs,30,Statistical Pairs Trading Position,Jersey City,NJ,,,
736,MacroGenics,"Analyze, model and interpret PK data using WinNonLin and other PK/PD modeling programs. In particular, the individual will be responsible for the design and...",13,Scientist II - Pharmacokinetics,Rockville,MD,,,
737,Resonate,"Extract, aggregate and synthesize data from diverse structured and unstructured data sources. We are looking for a highly talented and motivated Senior Data...",30,Senior Data Scientist,Reston,VA,,,
738,Philips Lighting,"Data Scientist (Senior). Strong working experience with Big Data and knowledge of big data infrastructure. Data Scientist, you will apply your data science and...",30,Data Scientist (Senior),Cambridge,MA,,,
739,Institute for Defense Analyses,"He or she will collect, analyze, and interpret quantitative data needed to support the study analyses, and provide a strong analytical foundation for the study...",12,Statistician,Alexandria,VA,,,
740,Technical Source,"Data analytics and modeling, data visualization, business acumen and strategy.*. The Data Scientist and Senior Managing Strategy Consultant role is in our...",30,Data Scientist,Armonk,NY,200000.0,,200000.0
741,StockTwits,We are seeking a talented and proven Data Scientist to help investigate our data to identify and execute scalable ways to grow StockTwits’ community and data...,30,Senior Data Scientist,New York,NY,,,
742,Merck,"Familiarity with clinical data management concepts. Significant expertise in SAS and clinical trial programming including data steps, procedures, SAS/MACRO, SAS...",15,Senior Statistical Programmer Job,Rahway,NJ,,,
743,"KVK Tech, Inc.",Critical Data Analysis Skills. KVK TECH is seeking a highly motivated individual as an *Analytical Research and Development Scientist*....,30,Analytical Research and Development Scientist,Newtown,PA,,,
744,LeanTaas,"LeanTaaS is looking for extraordinary data engineers to synthesize and leverage massive data sets to help explore raw data sets, visualize model results,...",8,Data Engineer- LeanTaaS Labs/iGroup,Santa Clara,CA,,,
745,South Florida Water Management District,"Must have extensive experience operating, maintaining, calibrating and troubleshooting sampling equipment (including data sondes, Global Positioning Systems and...",3,Scientist 2,Florida,,42598.0,,42598.0
746,University of Virginia Health System,Provides guidance to less experienced data analysts/scientists. Regularly provides guidance and training to less experienced data analysts/scientists....,30,Data Scientist Senior,Charlottesville,VA,89523.0,143229.0,116376.0
747,"Sysomos, L.P.","Bonus points for implementation of Big Data and/or Streaming data analytics or visualization. Advanced knowledge of data mining, machine learning algorithms,...",8,Principal Data Scientist,Sunnyvale,CA,,,
748,Scientific Research Corporation,"Systems support, network accreditation and data analysis. Experience with Link 16 data link operations. At the core of our capabilities is a seasoned team of...",2,Senior Analyst,Nellis AFB,NV,,,
749,Preqin,"The focus of a research analyst is on the compilation of data and written profiles, as well as the production of accurate and high quality analysis, both of...",25,Research Analyst,New York,NY,,,
750,Santander Bank,"Hands on experience with quantitative data and statistical analysis techniques such as multi-variate regression model development, validation and/or data mining...",8,Senior PPNR Quantitative Analyst,Manhattan,NY,,,
751,Jobspring Partners,"Data Scientist, Python, R, Matlab, Julia, Postgres SQL, ANSI, data analysis, statistics, quantitative analysis, Hollywood, West Hollywood, Dating app, Dating,...",2,Sr. Data Scientist,Los Angeles,CA,110000.0,160000.0,135000.0
752,Tiger Analytics,"As a Data Scientist you will work with our clients to define a business problem into an analytical problem, determine solution requirements, design the analysis...",9,Sr Data Scientist,Boston,MA,,,
753,MIT Lincoln Laboratory,"Cyber Data Analytics Engineer:. In each of the group's R&D areas, emphasis is placed on realistic data and rigorous experimental evaluation of techniques....",30,Cyber Data Analytics Engineer,Lexington,MA,,,
754,Legislative Branch,About the Agency GAO's work is designed to address four common goals: - to help the Congress address current and emerging challenges to the well-being and,23,Senior Mathematical Statistician,Washington,DC,81878.0,121525.0,101701.5
755,Eli Lilly,"Collaborate with data integrators in the planning and implementation of data integration plans. Data analysis, technology, and systems expertise....",9,Statistician-Comput Bus Analytics-FDE,Indianapolis,IN,,,
756,Burlington Laboratories Inc,"Develop & Lead The Data Review Team. Reviews drug confirmation data from the laboratory, compares with the initial screening data for accuracy, and release...",4,Certifying Scientist,Burlington,VT,,,
757,San Jose-Evergreen Community College District,"Statistics, statistical applications, collection and correlation of data. Utilize reasoning to define problems, collect data, establish facts and draw valid...",2,RESEARCH ANALYST,San Jose,CA,,,
758,VISITING NURSE SERVICE OF NEW YORK,Experience with data extraction and manipulation required. Minimum of three years progressive experience performing increasingly complex data analysis and...,22,"Statistical Analyst, CHOICE",Manhattan,NY,,,
759,Virginia Tech,The candidate will also need to be able to analyze and interpret data to assist VTCRI faculty and staff with experimental design and data interpretation....,4,Research Scientist,Virginia,,,,
760,Brilliance Publishing,"You will mentor junior scientists, create and drive new initiatives. Experience working effectively with science, data processing, and software engineering...",9,Machine Learning Scientist,Sunnyvale,CA,,,
761,UAB,Collects and analyzes statistical data. Performs statistical analyses for a broad spectrum of data and studies....,29,STATISTICIAN I (2),Birmingham,AL,,,
762,Verizon,Principal Data Scientist is part of a leading-edge predictive and prescriptive analytics team responsible for....,24,Principal Data Scientist - Supply Chain,New York,NY,,,
763,Workbridge Associates,Data Mining experience. A rapidly growing Downtown Philadelphia data commerce platform is looking to bring on a Senior Data Scientist to help the rest of its...,17,"Data Scientist- Python, R, SQL",Philadelphia,PA,80000.0,200000.0,140000.0
764,Amazon Corporate LLC,"You will apply your knowledge about data science by creating algorithmic solutions that combine techniques like clustering, pattern mining, predictive modeling,...",21,Applied Scientist,New York,NY,,,
765,Booz Allen Hamilton,"Job Number: 01214576 Key Role: Catalog Fallon Range and local civil spectrum use, identify new civil spectrum applications prior to deployment, identify",11,"Defense Research Analyst,",Fallon,NV,,,
766,Novo Nordisk,"Performs routine laboratory activities, including peer data review, as needed. Works in conjunction with analytical scientists to provide support for method...",4,QC Analyst - Analytical Job,West Lebanon,NH,,,
767,Amazon Corporate LLC,Ensure data accuracy by validating data for new and existing tools. As a member of the Capacity Planning team they will play an integral part in the program by...,9,Research Scientist,Seattle,WA,,,
768,Experian,This person will report to the Data Scientist. Assist Data Scientist on developing an attribution measurement strategy by aligning metrics to overall business...,17,Senior Statistical Analyst Modeling,Costa Mesa,CA,,,
769,Seattle Genetics,Experience reviewing analytical data. We are seeking an experienced professional with a broad background in pharmaceutical quality to manage small molecule...,9,QC Scientist,Bothell,WA,,,
770,Cymer,"Performs data collection, statistical analysis, and report summarization. Ability to define problems, collect data, establish facts, and draw valid conclusions....",8,Configuration Integration Engineer,San Diego,CA,,,
771,Agreeya Solutions,"Senior Data Scientist*. Data science working experience in Spark/MLlib specifically an added plus. Menlo Park, CA*....",30,Direct Hire: Senior Data Scientist,Menlo Park,CA,,,
772,Northern Trust Corp.,"Assist senior analysts by collecting and analyzing data, and by participating in manager evaluations. For more than a century, Northern Trust has worked hard...",9,"Associate Analyst, Alternative Investment Research",Chicago,IL,,,
773,Department of the Navy,The work also includes maintenance of environmental records and generation of various environmental reports and data calls....,2,ENVIRONMENTAL PROTECTION SPECIALIST,Kaua‘i,HI,60520.0,78676.0,69598.0
774,Hired,Hired is looking for a Senior Data Scientist to be the first member of our data science and relevance team to build new products using machine learning...,30,Senior Data Scientist,San Francisco,CA,,,
775,Salt Lake Community College,"Ability to perform advanced statistical analysis on complex multi-dimensional and hierarchically structured data, including using techniques from areas such as...",16,Statistical Researcher,Salt Lake City,UT,,,
776,MLB Advanced Media,"Undergraduate (Bachelors) degree with (1) year of experience in data research, predictive modeling, statistical analysis, data transformation and / or other...",14,Statistical Analyst,New York,NY,,,
777,Equifax,Work with external/internal clients on the formulation of new analytical solutionsWork as a team member or a project lead on the formulation and development of...,4,Senior Statistician - Vertical Analytics,Alpharetta,GA,,,
778,Mondelez International,"Senior Scientist I, Consumer Science. Including designing research to meet objectives, managing suppliers of sensory and consumer data to produce high quality...",30,Sr Scientist I (Sensory/Consumer Scientist),Whippany,NJ,,,
779,Roche,"We are seeking a Principle Data Scientist who is a self-starter, understands genetic sequencing bioinformatics data and clinical trial data, brings the diverse...",30,"Principal Data Scientist, Sequencing",Pleasanton,CA,,,
780,Airbnb,Work with Data Scientists and Backend Engineers to build features and ship experiments. Frontend Engineers are an essential part of Airbnb's Product Team....,16,"Software Engineer, Frontend",San Francisco,CA,,,
781,Bloomberg,"On the Data Technology Automation team, we know that extracting data with automation is the best path to speed and accuracy....",30,Software Engineer - Machine Learning,Princeton,NJ,,,
782,Vanguard,"Vanguard, one of the world’s largest investment management companies is seeking a Senior Quantitative Research Analyst to join the Risk Management & Strategy",6,Senior Quantitative Research Analyst - Global Active Rates,Malvern,PA,,,
783,IMCS,"Opportunity to develop next-generation DNA sequencing for cancer research or diagnostics, FFPE tissues, analysis of large and complex data sets, development of...",30,Molecular Biology Research Scientist,Columbia,SC,55000.0,90000.0,72500.0
784,Child Trends,Selects appropriate statistical techniques to analyze collected data. Participates in interpreting data from policy and program perspectives....,3,Research Scientist - Early Childhood,Bethesda,MD,,,
785,Celmatix,"Knowledge in data mining, machine learning, statistical learning, large scale data processing, or information retrieval is preferred....",8,Senior Data Engineer,New York,NY,,,
786,Xaxis,"Xaxis combines proprietary technology, unique data assets and exclusive media relationships with the brightest team of audience analysts, data scientists and...",16,"Analyst, Strategy and Investment",New York,NY,,,
787,Tom McDonald,"Data Science - Behavioral Analytics*. The Consumer Behavioral Modeling group at a large consumer banking company is looking to hire multiple data scientists,...",30,Data Science - Behavioral Analytics,Wilmington,DE,,,
788,EBay,"Data Science & Analytics. Extensive experience with Big Data storage and analysis technologies, such as Hadoop, data warehouse platforms and NoSQL solutions....",23,Research Scientist,Brisbane,CA,,,
789,University of Colorado,Computer Scientist for Data Assimilation Dataset Development. (4) Work with other scientists to incorporate improvements to the underlying data assimilation...,16,Professional Research Asst,Boulder,CO,,,
790,"NPower, Inc","Experience in data management and qualitative/quantitative research methods. In coordination with the Development Manager – Operations & Data Analytics, assess...",30,Research and Data Analyst,Brooklyn,NY,,,
791,ReWork,"A Creative Data Scientist. Data Science Manager. And, you will easily translate between our partners and volunteer data scientists because you are well versed...",30,Data Science Manager,New York,NY,,,
792,GE Corporate,"Support, and in some cases execute, the creation of databases, experiments, performance of data analysis, and data visualization....",24,Brilliant Lab – Laboratory Systems Integrator,Niskayuna,NY,,,
793,Medtronic,"Collaborates with the data management group on developing data collection and quality plan. Reviews and approves clinical case report forms, clinical database...",8,Prin Statistician,Plymouth,MN,,,
794,Quintiles Transnational,"We are seeking an enthusiastic Statistical Scientist. Analysis plans, table shells, programming and table specifications, data review, tables, listings, figures...",10,Statistical Scientist,,,,,
795,Deloitte,Deloitte is seeking a qualified candidate for a Data Scientist role working with one of our federal clients. 5+ years of data analytics work in a professional...,11,Data Scientist Sr. Consultant,Arlington,VA,,,
796,DCS Corporation,Excellent oral communication skills appropriate for collaboration and presentation in a community of scientists....,2,Computational Scientist/Statistician,Aberdeen,SD,,,
797,"Discovery Communications, Inc.",Participate in rotation of daily Nielsen ratings download and data management. Help maintain all Research data systems for the company and develop training...,5,Research Analyst,Silver Spring,MD,,,
798,Bristol Myers Squibb,Experience with data visualization software packages and pathway analysis tools is preferred. Qualified candidates will have scientific expertise in a broad...,30,PRINCIPAL SCIENTIST,Princeton,NJ,,,
799,"CTIS, Inc","Define the overall BI data architecture, including ETL processes, ODS, EDW, data marts and data lakes. Work with the data architect to ensure that logical and...",30,Business Intelligence Specialist,Rockville,MD,,,
800,"Magic Leap, Inc.","Some knowledge of CAD, and either Geomagic or Polyworks 3-D data editing software is desirable. They will also be using 3D CAD data editing tools and scanning...",1,Human Factors Research Associate,Fort Lauderdale,FL,,,
801,SMECO,"Develops analytical models using statistical analysis, data mining, and other tools to create high-level data architecture diagrams that document system and...",30,Data Scientist,Hughesville,MD,76000.0,98000.0,87000.0
802,LGS Innovations,"Junior Data Scientist. Axios, a wholly owned subsidiary of LGS Innovations, is seeking a talented, creative and highly motivated Junior Data Scientist to join...",30,Junior Data Scientist,Dulles,VA,,,
803,Scientific Research Corporation,At the core of our capabilities is a seasoned team of highly skilled engineers and scientists with multi-disciplinary backgrounds....,2,Fiancial Analyst,Arlington,VA,,,
804,Applecart,"Working with Applecart’s team of developers, data scientists, product managers, and top political strategists, Applecart’s data analyst will help to analyze and...",30,Data Analyst,New York,NY,,,
805,NewFields,"Experience conducting environmental field investigations and data collection/sampling. Compile and assess environmental data using spreadsheets, databases and...",9,Senior Staff Engineer / Scientist,Red Bank,NJ,,,
806,State of Oregon,"In addition to coordinating the work of collecting data from cases, this position will manage project data systems, design and implement data quality assessment...",2,Research Analyst 3 (HPV Research Analyst),Portland,OR,,,
807,Lawrence Livermore National Laboratory,"You will develop and integrate GIS and data analysis tools addressing challenging research and operational system applications, while working with members of a...",30,Senior Geospatial Information Systems Analyst,Livermore,CA,,,
808,LexisNexis,By proprietary data analysis tools. Into the LN Risk data warehouse. Doing some sort of data analysis would be great....,28,Software Engineer I - (Data Analysis/research),Boca Raton,FL,,,
809,Northwestern University,"Critical thinking, business intelligence application design, data mining, data modeling, data warehouse design/develop, database design/ data structure,...",30,Senior Statistical Analyst,Chicago,IL,,,
810,Connections of New York,"Data Scientist Lead ABOUT THE POSITION:. The Data Scientist position is located in New York. Data Scientist this person will join a strong team, working on the...",1,Data Science Lead - PhD,New York,NY,,,
811,Scientific Research Corporation,Provide financial data management from implementation of case to case closure. At the core of our capabilities is a seasoned team of highly skilled engineers...,2,FMS Fiancial Analyst,Arlington,VA,,,
812,"PARC, a Xerox company","Invent, design and prototype novel video analysis applications that intelligently extract relevent information from video data streams....",1,Computer Vision and Video Analytics Researchers,Webster,NY,,,
813,Datacom Technology Group,"Should have experience conducting empirical research and working with large fundamental data sets. Will analyze and interpret relevant data, use valuation...",22,Quantitative Analyst (Fundamental Quant Equities) - Hedge Fu...,New York,NY,200000.0,,200000.0
814,NRE,HR Data Analytics / Predictive Modeling Specialist. The hiring manager is looking for a data analytics professional with a strong background with predictive...,19,HR Data Analytics / Predictive Modeling Specialist,Charlotte,NC,,,
815,On-Board Services,We are seeking a creative and motivated Associate Scientist to join our rapidly growing Genomic Sciences R&D team....,3,Associate Scientist (FACS),Durham,NC,,,
816,Department of Labor,This position serves as the primary analyst for extracting and analyzing data from the KDWC databases by using query tools and providing output data in a...,8,Research Analyst,Shawnee County,KS,44000.0,48000.0,46000.0
817,University of North Texas,The College of Education at the University of North Texas is seeking to hire a Research Analyst III to join our team. This position will provide critical,24,Research Analyst III,Denton,TX,,,
818,"Numeric, LLC","Desirable to possess knowledge of relational databases, data warehouse data, and compiled demographic data (e.g....",27,Data Scientst,Tampa,FL,,,
819,Aon,"Accurately analyze and interpret data, concisely present findings and meet. Corporate Investigative Research Analyst....",5,Corporate Investigative Research Analyst,New York,NY,,,
820,Capital One,"Manager, Data Science. Writing software to clean and investigate large, messy data sets of numerical and textual data....",30,"Manager, Data Science",Wilmington,DE,,,
821,University of Kansas,"Provide data to the Data Analytics team for metrics-based dashboards supporting QA initiatives, data analysis, and various constituent needs;...",5,Research Analyst,Lawrence,KS,48000.0,,48000.0
822,PSEG,This is a multi-level position with level placement dependent upon the skills and experience of the successful candidate. The successful candidate will work,30,Quantitative Analyst,Newark,NJ,,,
823,Space-Time Insight,"The Data Scientist will also own the roadmap for analytic functionality in specific areas. In particular, the data scientist will focus on Big Data Scala...",30,Sr. Data Scientist,San Mateo,CA,,,
824,Sportradar AG,Familiarity in visualization of data. Data analysis and reporting experience preferred. Generate complex reports from robust data sets....,13,Sports Research Analyst (Sundays – Thursdays),Minneapolis,MN,,,
825,Bloomberg,"Exposure to Data Warehousing, BI reporting or data analytics. Bloomberg runs on data. You'll be working with engineers, product managers and data scientists to...",10,Infrastructure Admin/Developer - Consultant,Princeton,NJ,,,
826,MD ANDERSON CANCER CENTER,"Key Functions of the Research Scientist in Cancer Biology Organizes Scientific Research Projects Plans, organizes, coordinates, directs and participates in...",4,Research Scientist- Cancer Biology,Houston,TX,,,
827,Johns Hopkins University,Data analysis experience helpful; This data is used to. Uses data analysis to direct the BCHD. Input of data from field activities into PRISM....,22,Research Data Analyst,Baltimore,MD,42168.0,58056.0,50112.0
828,Millward Brown,"Our Client Analysts will design questionnaires, pull data, write reports, and understand how to tell a story from data....",11,Market Research Client Analyst,New York,NY,,,
829,Boehringer Ingelheim,"Develop Data Management Planning documentation including but not limited to data dictionary, form specification, data entry instruction and Data management...",4,"Data Manager, Data Management Group",Saint Joseph,MO,,,
830,Rockstar New York,"Noire, Bully & more) is seeking an experienced data scientist to join our Analytics practice and help advance our business intelligence capabilities....",8,Data Scientist,New York,NY,,,
831,Emergent BioSolutions,"Design and conduct formulation studies to provide data to support preclinical and early phase clinical trial, focusing on aspects such as stability, solubility...",9,Senior scientist,Seattle,WA,,,
