,company,description,location,post_date,salary,title,temp,city,temp1,state,yearly_salary,monthly_salary,range_low,range_high,salary_avg
7004,Wayfair,"Data Scientist, Analytics. As the largest and fastest growing e-commerce technology company in the home space, Wayfair interacts with a large volume of product...","Boston, MA",30,None,"Data Scientist, Algorithms","[u'Boston', u' MA']",Boston,[u' MA'],MA,,,,,
7005,Commonwealth Sciences,"Generate and manage data reports, maintain batch inventories and databases. CWS works with a variety of disciplines and levels from Research Associates to...","Cambridge, MA",12,None,Research Associate - Protein Purification,"[u'Cambridge', u' MA']",Cambridge,[u' MA'],MA,,,,,
7006,Boston University,"Familiar with data bases. The successful candidate should also have experience in dosing, sampling, and/or physiological data measurements of animals,...","Boston, MA",9,None,"RESEARCH CLINICAL VETERINARIAN NEIDL, LASC","[u'Boston', u' MA']",Boston,[u' MA'],MA,,,,,
7007,Pharmalucence Inc.,Analytical Development Scientist II. Maintains records of the data in manual logs. Pharmalucence is an Equal Opportunity Employer....,"Billerica, MA",30,None,QC Analyst I,"[u'Billerica', u' MA']",Billerica,[u' MA'],MA,,,,,
7008,Agile Solutions,"Will be working with Data analysis and discovery for the SAP Consumer Insight 365 product, by analyzing data, applying static logics, building decision trees,...","Boston, MA 02109 (Central area)",30,None,Data Scientist,"[u'Boston', u' MA 02109 (Central area)']",Boston,[u' MA 02109 (Central area)'],MA,,,,,
7009,EnDevor,PhD level scientist in pharmaceutical sciences or similar discipline with multiple years of relevant experience....,"Cambridge, MA",4,None,Formulation Development Opportunity (Biologics),"[u'Cambridge', u' MA']",Cambridge,[u' MA'],MA,,,,,
7010,State Street,"About State Street Across the globe, institutional investors rely on us to help them manage risk, respond to challenges, and drive performance and","Boston, MA",2,None,"Quantitative Analyst, Assistant Vice President","[u'Boston', u' MA']",Boston,[u' MA'],MA,,,,,
7011,Berg Health,Critically analyze data and communicate findings effectively to multidisciplinary team members and management....,"Framingham, MA",28,None,Scientist II - Neurology,"[u'Framingham', u' MA']",Framingham,[u' MA'],MA,,,,,
7012,Boston Children's Hospital and Harvard Medical Sch...,The successful candidate should have ample experience in performing fMRI experiments and analyzing functional as well morphological data....,"Waltham, MA 02453",30,None,Post Doctoral Research Fellow,"[u'Waltham', u' MA 02453']",Waltham,[u' MA 02453'],MA,,,,,
7013,"Ironwood Pharmaceuticals, Inc.",Ironwood Pharmaceuticals is looking for a highly motivated Scientist to join the Analytical Development group....,"Cambridge, MA 02142 (East Cambridge area)",30,None,"Scientist, Analytical Development","[u'Cambridge', u' MA 02142 (East Cambridge area)']",Cambridge,[u' MA 02142 (East Cambridge area)'],MA,,,,,
7014,Celgene,"Independently carry out variety of cellular assays, generating high-quality data to inform all stages of drug discovery, including target identification, target...","Cambridge, MA",26,None,"Associate Scientist, Immunology","[u'Cambridge', u' MA']",Cambridge,[u' MA'],MA,,,,,
7015,Rangam Consultants Inc.,"Presentation of complex data to internal teams. Responsible for QC and peer review of raw data, results and final reports....","Andover, MA",30,None,Laboratory Scientist,"[u'Andover', u' MA']",Andover,[u' MA'],MA,,,,,
7016,"P3I, Inc","The candidate will 1) assist senior scientists in experimental design and setup, 2) make laboratory measurements, 3) analyze image data and 4) develop scripts...","Lexington, MA",3,None,General Engineer (0001679),"[u'Lexington', u' MA']",Lexington,[u' MA'],MA,,,,,
7017,DNV GL Group,"Review for quality, analyze and document the content and structure of data from a variety sources, including but not limited to energy efficiency program data,...","Burlington, MA",30,None,Quantitative Research Analyst,"[u'Burlington', u' MA']",Burlington,[u' MA'],MA,,,,,
7018,Boston Fusion Corp.,"Direct expertise in development of innovative solutions in cyber sensors, cyber defense, data fusion, command and control, military cyber planning and decision...","Lexington, MA 02421",30,None,"Director, Cyber Technologies","[u'Lexington', u' MA 02421']",Lexington,[u' MA 02421'],MA,,,,,
7019,"MicroMedicine, Inc.","Data analysis and reporting. Scientists must be hard-working, diligent, proactive, and able to thrive in a fast-paced, multidisciplinary, team-oriented...","Watertown, MA 02472",30,None,Scientist I,"[u'Watertown', u' MA 02472']",Watertown,[u' MA 02472'],MA,,,,,
7020,AstraZeneca,"Collect, analyze and interpret project data, recognize aberrant results, and propose explanations including plans for follow-up experiments....","Waltham, MA 02451",30,None,Senior Scientist in Oncology Chemistry,"[u'Waltham', u' MA 02451']",Waltham,[u' MA 02451'],MA,,,,,
7021,Momenta Pharmaceuticals,"Hands-on working experience with statistical data analysis, data visualization, and statistical experimental design....","Cambridge, MA",30,None,"Associate Scientist, Process Modeling and Statistics","[u'Cambridge', u' MA']",Cambridge,[u' MA'],MA,,,,,
7022,Harvard University,SUMMARY: Reporting to the Associate Director of Research. Performs in-depth research on prospects. Conceptualizes and develops proactive prospecting,"Cambridge, MA",30,None,Research Analyst,"[u'Cambridge', u' MA']",Cambridge,[u' MA'],MA,,,,,
7023,AIR Worldwide,"Familiarity with handling raw data and manipulating large data sets. Perform statistical analysis of data. Ability to gather, understand, and critically analyze...","Boston, MA 02116 (South End area)",30,None,Senior Research Analyst- Exposures,"[u'Boston', u' MA 02116 (South End area)']",Boston,[u' MA 02116 (South End area)'],MA,,,,,
7024,Massachusetts General Hospital(MGH),"Develop programs to perform complete data validation and error detection, ensuring that all sites are informed of any issues relating to data integrity....","Boston, MA",30,None,Masters Level Statistician,"[u'Boston', u' MA']",Boston,[u' MA'],MA,,,,,
7025,DNV GL,"Review for quality, analyze and document the content and structure of data from a variety sources, including but not limited to energy efficiency program data,...","Burlington, MA",30,None,Quantitative Research Analyst,"[u'Burlington', u' MA']",Burlington,[u' MA'],MA,,,,,
7026,Agios Pharmaceuticals,Agios is seeking an experienced metabolomics scientist for a position in the Metabolism group. The qualified individual will have experience in LC/MS or GC/MS...,"Cambridge, MA",29,None,Metabolomics Scientist,"[u'Cambridge', u' MA']",Cambridge,[u' MA'],MA,,,,,
7027,Eisai,"Design protocols, monitor and review studies conducted at contract research organizations, and integrated data evaluation and interpretation....","Andover, MA",30,None,"Sr. Scientist, Toxicology","[u'Andover', u' MA']",Andover,[u' MA'],MA,,,,,
7028,AIR Worldwide,"Manage the collection and analysis of data related to assessing agricultural risk, such as temperature, precipitation, soil information, crop yields, crop...","Boston, MA 02116 (South End area)",30,None,Principal Scientist/Crop Modeling,"[u'Boston', u' MA 02116 (South End area)']",Boston,[u' MA 02116 (South End area)'],MA,,,,,
7029,"Professional Alternative, Inc.",Scientists plate all while learning on the job. This person will be working hand in hand with Mike as well as their Freelance Data Scientist that is only in the...,"Boston, MA",30,None,Jr. Data Analyst Marketing,"[u'Boston', u' MA']",Boston,[u' MA'],MA,,,,,
7030,Akili Interactive,Participate in design and data analysis of clinical trials; Akili is seeking an entrepreneurial team member for our data-focused science team....,"Boston, MA 02110 (Central area)",30,None,"Scientist, Cognitive and Affective Programs","[u'Boston', u' MA 02110 (Central area)']",Boston,[u' MA 02110 (Central area)'],MA,,,,,
7031,Draper Laboratory,And quantitative judgments concerning technical data. May conduct tests and record data to assist with engineering evaluation or analysis....,"Cambridge, MA",19,None,Materials Processing Engineering Associate with Security Cle...,"[u'Cambridge', u' MA']",Cambridge,[u' MA'],MA,,,,,
7032,Yumanity,"Analyzing experimental data, addressing methodological problems in experimental protocols and results, and presenting data....","Cambridge, MA",23,None,Associate Scientist – Mammalian Assay Development/Molecular...,"[u'Cambridge', u' MA']",Cambridge,[u' MA'],MA,,,,,
7033,AR Pharma,Be able to clearly and accurately present written data and be comfortable with oral presentations. The successful candidate will*....,"Woburn, MA 01801",30,None,Scientist/Senior Scientist; Protein Purification,"[u'Woburn', u' MA 01801']",Woburn,[u' MA 01801'],MA,,,,,
7034,Amgen,"Ability to review, analyze and communicate scientific data and results. Associate Scientist to plan, manage, and monitor nonclinical GLP and non-GLP studies....","Cambridge, MA 02142 (East Cambridge area)",30,None,Sr Associate Scientist - Nonclinical Safety Sciences,"[u'Cambridge', u' MA 02142 (East Cambridge area)']",Cambridge,[u' MA 02142 (East Cambridge area)'],MA,,,,,
7035,Jobspring Partners,"Java, job, R, Python, Data Mining, Big Data, SPSS, SAS, BI, Tableau, Hadoop, Hive, Pig, Spark, machine learning, job, predictive analytics, data scientist,...","Boston, MA 02116 (South End area)",25,"<nobr>$60,000 - $110,000 a year</nobr>",Data Scientist (PhD & Health Insurance Claims Experience),"[u'Boston', u' MA 02116 (South End area)']",Boston,[u' MA 02116 (South End area)'],MA,"<nobr>$60,000 - $110,000 a year</nobr>",,60000.0,110000.0,85000.0
7036,Charles River Analytics Inc.,"You will use a variety of technologies, such as probabilistic programming, machine learning, probabilistic reasoning, sensor data fusion, planning and...","Cambridge, MA 02138 (West Cambridge area)",30,None,Software Engineer II,"[u'Cambridge', u' MA 02138 (West Cambridge area)']",Cambridge,[u' MA 02138 (West Cambridge area)'],MA,,,,,
7037,Instrumentation Laboratory,"Scientist I - Position Summary:. Obtains data and reduces by necessary calculations; Schedules specific tasks, performs tasks and analyzes data;...","Bedford, MA 01730",30,None,Scientist II,"[u'Bedford', u' MA 01730']",Bedford,[u' MA 01730'],MA,,,,,
7038,Lab Support,"We are currently recruiting a motivated, highly organized individual who will work to enable and execute experiments focused on microbial fermentation, and who...","Cambridge, MA",17,None,Technical Assistant,"[u'Cambridge', u' MA']",Cambridge,[u' MA'],MA,,,,,
7039,Lantern Pharma,"Experience in sequencing data analyses and bioinformatics pipelines. Extensive experience in bioinformatics integration across genomics, genotyping and...","Cambridge, MA",9,None,Scientist / Computational Biologist,"[u'Cambridge', u' MA']",Cambridge,[u' MA'],MA,,,,,
7040,NDT.com,Boston / Burlington / Virtual · Job # 7398BK Our client is building a new team of machine learning engineers to work on speech and vision products. You will,"Boston, MA",12,None,Machine Learning / Senior Software Engineers / ARCHITECTS,"[u'Boston', u' MA']",Boston,[u' MA'],MA,,,,,
7041,Perkin Elmer,"Strong knowledge of databases, data architecture and system design preferred. Experience delivering data analytics solutions to customers in the life science...","Waltham, MA 02451",30,None,"Sr. Consultant- Services, Informatics","[u'Waltham', u' MA 02451']",Waltham,[u' MA 02451'],MA,,,,,
7042,KNF&T Staffing Resources,"A leading investment firm in the heart of Boston is looking for an Alternative Funds Controller! In this role, you will be responsible for the financing,","Boston, MA 02109 (Central area)",30,None,Quantitative Analyst -120K,"[u'Boston', u' MA 02109 (Central area)']",Boston,[u' MA 02109 (Central area)'],MA,,,,,
7043,Vertex Pharmaceuticals,Vertex Pharmaceuticals Incorporated is currently searching for a materials scientist at the Scientist II/Senior Scientist level with experience in late stage...,"Boston, MA 02110 (Central area)",30,None,Materials Scientist I,"[u'Boston', u' MA 02110 (Central area)']",Boston,[u' MA 02110 (Central area)'],MA,,,,,
7044,PerkinElmer,"Strong knowledge of databases, data architecture and system design preferred. Experience delivering data analytics solutions to customers in the life science...","Waltham, MA",30,None,"Sr. Consultant- Services, Informatics","[u'Waltham', u' MA']",Waltham,[u' MA'],MA,,,,,
7045,"Foundation Medicine, Inc.","The individual will collaborate with UX designers to bring experiences to life, and collaborate closely with cross-functional teams of developers, data...","Cambridge, MA",30,None,UX/Design Researcher (contract),"[u'Cambridge', u' MA']",Cambridge,[u' MA'],MA,,,,,
7046,The MathWorks,Join the MATLAB software development team to help scientists and engineers analyze and work with their data more effectively....,"Natick, MA 01760",30,None,Senior C++ Software Engineer - MATLAB Data Types,"[u'Natick', u' MA 01760']",Natick,[u' MA 01760'],MA,,,,,
7047,Takeda Pharmaceuticals,"Write and maintain accurate, complete, and timely data in laboratory notebooks. Develop methods to improve existing techniques and/or methods sourced from...","Cambridge, MA 02139 (Area IV area)",23,None,"Senior Scientist I, Formulation Development VO - Vaccine Bus...","[u'Cambridge', u' MA 02139 (Area IV area)']",Cambridge,[u' MA 02139 (Area IV area)'],MA,,,,,
7048,"Alkermes, Inc.","Partic ipate in data analyses, both real-time data review, and final study data review. Track emerging study data to ensure appropriateness of the chosen...","Waltham, MA 02451",30,None,Clinical Research Scientist II/III,"[u'Waltham', u' MA 02451']",Waltham,[u' MA 02451'],MA,,,,,
7049,Analytic Recruiting,Top Investment Manager in Boston specializing in global multi-asset strategies is seeking a Quantitative Analyst to join the Portfolio Management team. The,"Boston, MA",30,None,Quantitative Research Analyst - Cross Asset Strategies,"[u'Boston', u' MA']",Boston,[u' MA'],MA,,,,,
7050,Xceedance Inc.,"Our team of skilled engineers, mathematicians, data scientists, and actuaries support key functions within our client organization including business...","Boston, MA 02110 (Central area)",30,None,VP - Product Strategy,"[u'Boston', u' MA 02110 (Central area)']",Boston,[u' MA 02110 (Central area)'],MA,,,,,
7051,Lab Support,"Global Pharmaceutical Company is seeking an Analytical Scientist to join their team! The candidate must be able to design, analyze and interpret SPR data and...","Andover, MA",30,None,Analytical Scientist,"[u'Andover', u' MA']",Andover,[u' MA'],MA,,,,,
7052,"Alkermes, Inc.","Data recording, interpretation, and management. Performs data analysis and interpretation, including structural elucidation and identification of unknowns....","Waltham, MA 02451",16,None,"Scientist I, Analytical Development (Structural Elucidation)","[u'Waltham', u' MA 02451']",Waltham,[u' MA 02451'],MA,,,,,
7053,Celgene,Generate and independently analyze multi-parameters data sets using appropriate analytic programs. Support scientists in execution of proof-of-concept in vivo...,"Cambridge, MA",26,None,"Senior Associate Scientist, Immunology","[u'Cambridge', u' MA']",Cambridge,[u' MA'],MA,,,,,
7054,Smith Hanley Associates,"Data Scientists, together with Data Engineers, Scientific Modelers and Scientific Programmers, are part of the core Analytics Solutions team....","Boston, MA",30,"<nobr>$145,000 - $160,000 a year</nobr>",Analytics Expert,"[u'Boston', u' MA']",Boston,[u' MA'],MA,"<nobr>$145,000 - $160,000 a year</nobr>",,145000.0,160000.0,152500.0
7055,Boston Scientific Corporation,"Ability to set-up / conduct product testing and collect data to medical device standards. This position works independently to assist R&D engineers, scientists,...","Marlborough, MA",29,None,"Technician III, R&D","[u'Marlborough', u' MA']",Marlborough,[u' MA'],MA,,,,,
7056,"Vanasse Hangen Brustlin, Inc.","Traffic data collection and tabulation. Research and interpret transportation data, community statistics and demographics....","Boston, MA",30,None,Project Engineer,"[u'Boston', u' MA']",Boston,[u' MA'],MA,,,,,
7057,"Moderna Therapeutics, Inc","Analyze, interpret and present data to internal parties. Moderna Cardiovascular and Metabolic Disease department is seeking a talented, experienced and...","Cambridge, MA",30,None,"Principal Research Associate/Scientist, Preclinical CV-RD Ph...","[u'Cambridge', u' MA']",Cambridge,[u' MA'],MA,,,,,
7058,GE Healthcare,"Provide advanced statistical consulting and training to scientists. At GE Healthcare, our Lead Statistician role is comparable to an Associate or Assistant...","Marlborough, MA",17,None,Lead Statistician,"[u'Marlborough', u' MA']",Marlborough,[u' MA'],MA,,,,,
7059,NBI Resources,Our core team of Computer scientists and Data Engineers have a passion for building tools that solve our clients most challenging and complex technical problems...,"Billerica, MA",18,None,Senior Security Engineer,"[u'Billerica', u' MA']",Billerica,[u' MA'],MA,,,,,
7060,Vertex Pharmaceuticals," Possesses expert knowledge in SAS programming and can mentor, train, develop clinical programmers in using SAS to perform complex data handling and non...","Boston, MA 02110 (Central area)",30,None,Temporary Sr. Statistical Programmer,"[u'Boston', u' MA 02110 (Central area)']",Boston,[u' MA 02110 (Central area)'],MA,,,,,
7061,Bose,"If you are our ideal candidate you are rigorous with data, and disciplined in drawing conclusions, yet also willing to express personal judgment and help the...","Framingham, MA 01701",30,None,Qualitative Consumer Researcher,"[u'Framingham', u' MA 01701']",Framingham,[u' MA 01701'],MA,,,,,
7062,Harvard Pilgrim Health Care,The Data Scientist is accountable for providing innovative solutions driven by exploratory data analysis from complex and high-dimensional datasets....,"Wellesley, MA",30,None,Data Scientist,"[u'Wellesley', u' MA']",Wellesley,[u' MA'],MA,,,,,
7063,Philips,Senior Clinical Scientist. The Clinical Science team is composed of clinical scientists and clinical specialists....,"Andover, MA",30,None,Senior Clinical Scientist - 203742,"[u'Andover', u' MA']",Andover,[u' MA'],MA,,,,,
7064,The Bivium Group,Jamie is a top ranked technical recruiter in Boston with 75+ Recommendations on LinkedIn that has been expertly recruiting and placing Software Engineers and...,"Boston, MA",12,"<nobr>$130,000 - $150,000 a year</nobr>",Lead Ruby on Rails Architect - CTOs Right Hand,"[u'Boston', u' MA']",Boston,[u' MA'],MA,"<nobr>$130,000 - $150,000 a year</nobr>",,130000.0,150000.0,140000.0
7065,American Student Assistance,"Ability to work with data in varying structures, ranging from traditional structured data and semi-structured data to unstructured data....","Boston, MA",15,None,Data Scientist,"[u'Boston', u' MA']",Boston,[u' MA'],MA,,,,,
7066,Howard Hughes Medical Institute,Strong computational skills including experience analyzing data graphically and analyzing DNA or RNA sequence data....,"Boston, MA",30,None,Research Technician,"[u'Boston', u' MA']",Boston,[u' MA'],MA,,,,,
7067,Execu | Search,"Experience working with equity data, programming complex research experiments, and developing mathematical models....","Boston, MA",30,"<nobr>$110,000 - $150,000 a year</nobr>",Quantitative Research Analyst,"[u'Boston', u' MA']",Boston,[u' MA'],MA,"<nobr>$110,000 - $150,000 a year</nobr>",,110000.0,150000.0,130000.0
7068,U.S. Federal Government,"This will include development and deployment of novel high-bandwidth data capture systems at radio telescopes around the Globe, construction of data analysis...","Cambridge, MA",24,"<nobr>$109,245 - $160,300 a year</nobr>",Program Manager,"[u'Cambridge', u' MA']",Cambridge,[u' MA'],MA,"<nobr>$109,245 - $160,300 a year</nobr>",,109245.0,160300.0,134772.5
7069,"Moderna Therapeutics, Inc","Establish lab propotocol and generate experimental data. Moderna is seeking a Scientist/Sr Scientist for a position based at their Cambridge, MA site....","Cambridge, MA",30,None,"Principal Research Associate, Antibody/Protein Engineering","[u'Cambridge', u' MA']",Cambridge,[u' MA'],MA,,,,,
7070,Amazon Corporate LLC,"Experience with big data solutions. As the Manager of Software Development, you will be responsible for leading a team of engineers in design, development, test...","Cambridge, MA",30,None,"Software Development Manager, Machine Learning Platform","[u'Cambridge', u' MA']",Cambridge,[u' MA'],MA,,,,,
7071,Vertex Pharmaceuticals,The Translational Scientist will contribute scientific expertise to enable effective target identification and validation experiments....,"Boston, MA 02110 (Central area)",30,None,"Research Fellow I, Translational Biology","[u'Boston', u' MA 02110 (Central area)']",Boston,[u' MA 02110 (Central area)'],MA,,,,,
7072,McKinsey & Company,"Works directly with consulting teams in conducting deep analytics on client and external data, playing a significant role in team problem solving through the...","Boston, MA",30,None,Marketing Advanced Analytic Jr. Specialist,"[u'Boston', u' MA']",Boston,[u' MA'],MA,,,,,
7073,Merck,"Scientist Target and Pathway Biology - Assay Development-BIO004532. Interface broadly with GpGx scientists, Discovery, and Preclinical Pharmacology teams....","Boston, MA",11,None,Sr. Scientist Target and Pathway Biology - Assay Development...,"[u'Boston', u' MA']",Boston,[u' MA'],MA,,,,,
7074,Museum of Science Internships,This intern will primarily assist in providing essential logistical support for collaborating scientists from local research institutions....,"Boston, MA 02114 (Back Bay-Beacon Hill area)",2,<nobr>$10.25 an hour</nobr>,Hall of Human Life- Living Laboratory Internship,"[u'Boston', u' MA 02114 (Back Bay-Beacon Hill area)']",Boston,[u' MA 02114 (Back Bay-Beacon Hill area)'],MA,,,,,
7075,Teleflex,"Independently execute experiments with high quality including ordering reagents, sample preparation, running reactions/analytics, data compilation, and notebook...","Cambridge, MA",30,None,Associate Scientist,"[u'Cambridge', u' MA']",Cambridge,[u' MA'],MA,,,,,
7076,Shire,"Area is focused on data analysis and trending of stability data, data reporting, coordination and planning of stability studies, involvement on quality events...","Lexington, MA",30,None,QC Scientist,"[u'Lexington', u' MA']",Lexington,[u' MA'],MA,,,,,
7077,"The Catalyst Group, LLC",Summarize safety data from investigational and marketed use. The Pharmacovigilance Scientist is responsible for aggregate review and reporting of safety data...,"Cambridge, MA",1,None,Pharmacovigilance Consultant Scientist (16-00030),"[u'Cambridge', u' MA']",Cambridge,[u' MA'],MA,,,,,
7078,"Seres Therapeutics, Inc.","You’ll desire to identify and cultivate relationships with external partners such as clinical investigators, clinicians, scientists, and vendors....","Cambridge, MA",30,None,Sr. Clinical Scientist,"[u'Cambridge', u' MA']",Cambridge,[u' MA'],MA,,,,,
7079,Leica Biosystems,Perform data review and statistical analyses. Comply with data integrity standards and business ethics requirements....,"Danvers, MA 01923",30,None,Biostatistician,"[u'Danvers', u' MA 01923']",Danvers,[u' MA 01923'],MA,,,,,
7080,Brigham & Women's Hospital(BWH),OPrimary data collection. Collecting and organizing patient data; Electronic medical record review/abstraction and data collection;...,"Boston, MA",30,None,TECHNICAL RESEARCH ASSISTANT I / 40 HOURS / DAY / BWH - OB/G...,"[u'Boston', u' MA']",Boston,[u' MA'],MA,,,,,
7081,AIR Worldwide,"Collect and analyze regional earthquake catalog data, paleoseismic data, faults slip rates, and regional geodetic data....","Boston, MA 02116 (South End area)",30,None,"Scientist, Seismology","[u'Boston', u' MA 02116 (South End area)']",Boston,[u' MA 02116 (South End area)'],MA,,,,,
7082,Commonwealth Sciences,"BS in Biology, Molecular Biology or related field with 3+ years experience using FACS and performing data analysis. Perform FACS and various other immunoassays....","Watertown, MA",17,None,Sr. Research Associate - FACS,"[u'Watertown', u' MA']",Watertown,[u' MA'],MA,,,,,
7083,"New England Biolabs, Inc.",Minimum 4 years’ experience with Next Generation Sequencing technologies from sample preparation to data analysis....,"Ipswich, MA",9,None,"Production Scientist, NEBNext Product Line","[u'Ipswich', u' MA']",Ipswich,[u' MA'],MA,,,,,
7084,CVS Health,Manager of Data Science to join its Loyalty & Personalization team. This individual will drive workstreams developing business solutions using big data advanced...,"Boston, MA 02110 (Central area)",30,None,"Sr. Manager, Data Science","[u'Boston', u' MA 02110 (Central area)']",Boston,[u' MA 02110 (Central area)'],MA,,,,,
7085,Bivium Group,"Please get in touch to learn more - jobs@biviumgroup.com - subject line ""Cambridge Data Scientist"" keywordsdata scientist, python, healthcare, startup, software...","Cambridge, MA 02141 (East Cambridge area)",22,"<nobr>$100,000 - $150,000 a year</nobr>",Data Scientist - Healthcare stealth startup - python,"[u'Cambridge', u' MA 02141 (East Cambridge area)']",Cambridge,[u' MA 02141 (East Cambridge area)'],MA,"<nobr>$100,000 - $150,000 a year</nobr>",,100000.0,150000.0,125000.0
7086,AIR Worldwide,"Interest and ability in data science, especially as it applies to cyber risk. AIR Worldwide has an immediate opportunity for a Research Scientist in our Cyber...","Boston, MA 02116 (South End area)",30,None,"Scientist, cyber risk","[u'Boston', u' MA 02116 (South End area)']",Boston,[u' MA 02116 (South End area)'],MA,,,,,
7087,Analog Devices,"For positions requiring access to technical data, Analog Devices, Inc. Excellent knowledge of machine learning techniques and experience applying these to real...","Cambridge, MA",30,None,Senior Machine Learning Research Scientist,"[u'Cambridge', u' MA']",Cambridge,[u' MA'],MA,,,,,
7088,"Lantheus Medical Imaging, Inc.",Interfaces with physicians and scientists for study conduct and regulatory compliance for investigator sponsored trials in a global environment....,"North Billerica, MA 01862",4,None,"Associate Director, Global Medical Information / IST","[u'North Billerica', u' MA 01862']",North Billerica,[u' MA 01862'],MA,,,,,
7089,Takeda Pharmaceuticals,"Analyze, interpret and summarize complex data and contribute to project decisions. Scientists and research associates to execute and complete vaccine discovery...","Cambridge, MA 02139 (Area IV area)",30,None,"Associate Scientific Director, Vaccine Discovery - Vaccine B...","[u'Cambridge', u' MA 02139 (Area IV area)']",Cambridge,[u' MA 02139 (Area IV area)'],MA,,,,,
7090,FM Global,"Today’s sensors, data processing and controls are changing the way equipment is operated and serviced. As an Advanced / Senior / Senior Lead Research Scientist...","Norwood, MA",12,None,Sr. Research Scientist-Condition Monitoring and Signal Proce...,"[u'Norwood', u' MA']",Norwood,[u' MA'],MA,,,,,
7091,Merck KGaA,"The successful candidate may supervise and develop junior level scientist. In addition, the candidate will develop new protocol for and analyze the data from...","Billerica, MA",26,None,Scientist I - Cellular Immunology,"[u'Billerica', u' MA']",Billerica,[u' MA'],MA,,,,,
7092,Harvard University,"This ‘Big Data’ project requires working with terabytes of images, and creating software interfaces for Scientists to efficiently explore and analyze the...","Boston, MA",30,None,Software Engineer – Synthetic Biology,"[u'Boston', u' MA']",Boston,[u' MA'],MA,,,,,
7093,Microsoft,"O Data analysis environments, particularly data visualization. A unique aspect of this role is to bring the power of data analytics, exposing patterns found in...","Cambridge, MA",30,None,Senior Software Engineer,"[u'Cambridge', u' MA']",Cambridge,[u' MA'],MA,,,,,
7094,Constellation Pharmaceuticals,We are seeking a highly skilled and motivated scientist with expertise in synthetic and mechanistic organic chemistry to join our chemistry team....,"Cambridge, MA",30,None,Scientist - Medicinal Chemistry,"[u'Cambridge', u' MA']",Cambridge,[u' MA'],MA,,,,,
7095,Reed Business Information,"Boston Bureau Chief - New Scientist*. Set up and manage New Scientist live events in the US. Customers have access to our high-value industry data, analytics,...","Cambridge, MA",30,None,Boston Bureau Chief - Cambridge MA,"[u'Cambridge', u' MA']",Cambridge,[u' MA'],MA,,,,,
7096,TrueMotion,"Sensor data, geospatial data, mobile app events). Collaborate with other data scientists to transform cutting edge prototype algorithms into production...","Boston, MA 02111 (Central area)",15,None,Spark Engineer,"[u'Boston', u' MA 02111 (Central area)']",Boston,[u' MA 02111 (Central area)'],MA,,,,,
7097,Vertex Pharmaceuticals,"Collaboration with Toxicologists, Discovery scientists and Biomarker scientists to elucidate toxicology findings of concern and monitor for them in clinical...","Boston, MA 02110 (Central area)",18,None,Director/Fellow II -- Preclinical Safety Assessment,"[u'Boston', u' MA 02110 (Central area)']",Boston,[u' MA 02110 (Central area)'],MA,,,,,
7098,ADP,"At ADP, the world's largest B2B cloud company, our Technology team is comprised of brilliant engineers, architects, data scientists, infrastructure experts, and...","Marlborough, MA 01752",30,None,Configuration Analyst,"[u'Marlborough', u' MA 01752']",Marlborough,[u' MA 01752'],MA,,,,,
7099,MONSANTO,"The Molecular Biology Discovery Scientist will design, execute, and analyze data for scientific research that is conducted within their areas....","Cambridge, MA 02142 (East Cambridge area)",3,None,"Scientist, Molecular Biology","[u'Cambridge', u' MA 02142 (East Cambridge area)']",Cambridge,[u' MA 02142 (East Cambridge area)'],MA,,,,,
7100,Brigham & Women's Hospital(BWH),Ability to methodically record data and to analyze data using basic statistics. 2.Records data and maintains results database....,"Boston, MA",30,None,TECHNICAL RESEARCH ASSISTANT I / 40 HOURS / DAY / BWH - PATH...,"[u'Boston', u' MA']",Boston,[u' MA'],MA,,,,,
7101,Enanta Pharmaceuticals,Associate Scientist - Biology. Interact with multidisciplinary teams of scientists internally. Quantitative analysis of data and prioritization of lead...,"Watertown, MA",14,None,Associate Scientist - Biology,"[u'Watertown', u' MA']",Watertown,[u' MA'],MA,,,,,
7102,Acceleron Pharma,"Job requirements include developing new analytical methods, optimizing current platforms, efficient sample analysis, data interpretation, and effectively...","Cambridge, MA 02139 (Area IV area)",30,None,"Senior Research Associate/Scientist, Analytical Development","[u'Cambridge', u' MA 02139 (Area IV area)']",Cambridge,[u' MA 02139 (Area IV area)'],MA,,,,,
7103,Adecco Direct Placement,"Clinical study design, data collection, and data analysis. Research Scientist in Healthcare Predictive Analytics. Philips Research North America:....","Cambridge, MA",30,None,Research Scientist Internship - 107604,"[u'Cambridge', u' MA']",Cambridge,[u' MA'],MA,,,,,
7104,Harvard University,"To be successful in this task, the ideal candidate would possess a substantial knowledge of advanced research design and analytical approaches to survey data....","Boston, MA",25,None,Research Analyst in Public Opinion Research,"[u'Boston', u' MA']",Boston,[u' MA'],MA,,,,,
7105,Ambri,"This position will work alongside leading battery scientist and engineers. Work with Engineers & Technicians to set up and operate test equipment, collect data...","Marlborough, MA 01752",10,None,Systems Operations Intern,"[u'Marlborough', u' MA 01752']",Marlborough,[u' MA 01752'],MA,,,,,
7106,Tenizen,"Our Analysts, Data Scientists, and Engineers collaborate to develop new ideas and products. We count on Analytics Engineers to understand data science and they...","Cambridge, MA",30,None,Analytics Engineer,"[u'Cambridge', u' MA']",Cambridge,[u' MA'],MA,,,,,
